RESULTADOS DEL MODELO: RandomForest (TestData: simple_data)
======================================================================
Accuracy General: 0.7204

Matriz de Confusión:
1451 CANDIDATE (PC) 97.00%
1452 FALSE POSITIVE 82.79%
1453 CONFIRMED (CP) 48.19%
1454 FALSE POSITIVE 66.20%
1455 CONFIRMED (CP) 61.65%
1456 CONFIRMED (CP) 56.57%
1457 CONFIRMED (CP) 50.13%
1458 FALSE POSITIVE 54.11%
1459 CONFIRMED (CP) 89.24%
1460 FALSE POSITIVE 98.89%
1461 FALSE POSITIVE 98.89%
1462 CONFIRMED (CP) 59.42%
1463 CONFIRMED (CP) 61.01%
1464 CONFIRMED (CP) 47.43%
1465 CONFIRMED (CP) 53.04%
1466 CONFIRMED (CP) 50.50%
1467 CANDIDATE (PC) 74.46%
1468 CONFIRMED (CP) 90.64%
1469 CANDIDATE (PC) 56.01%
1470 CANDIDATE (PC) 48.65%
1471 CANDIDATE (PC) 46.09%
1472 CONFIRMED (CP) 61.34%
1473 CANDIDATE (PC) 73.78%
1474 CANDIDATE (PC) 80.24%
1475 CONFIRMED (CP) 90.16%
1476 CONFIRMED (CP) 80.75%
1477 FALSE POSITIVE 67.61%
1478 CANDIDATE (PC) 62.31%
1479 CONFIRMED (CP) 66.98%
1480 CANDIDATE (PC) 46.25%
1481 FALSE POSITIVE 91.30%
1482 CANDIDATE (PC) 92.39%
1483 CONFIRMED (CP) 96.04%
1484 CONFIRMED (CP) 81.90%
1485 CANDIDATE (PC) 75.59%
1486 CONFIRMED (CP) 94.50%
1487 CONFIRMED (CP) 77.78%
1488 CONFIRMED (CP) 52.06%
1489 CANDIDATE (PC) 98.95%
1490 CONFIRMED (CP) 51.91%
1491 CANDIDATE (PC) 40.07%
1492 CONFIRMED (CP) 47.96%
1493 FALSE POSITIVE 75.66%
1494 FALSE POSITIVE 96.68%
1495 CANDIDATE (PC) 47.63%
1496 CANDIDATE (PC) 79.45%
1497 FALSE POSITIVE 70.50%
1498 CANDIDATE (PC) 51.43%
1499 CONFIRMED (CP) 44.46%
1500 CONFIRMED (CP) 72.56%
1501 FALSE POSITIVE 63.18%
1502 CONFIRMED (CP) 87.13%
1503 CANDIDATE (PC) 84.78%
1504 CANDIDATE (PC) 98.34%
1505 FALSE POSITIVE 73.30%
1506 CANDIDATE (PC) 48.36%
1507 CONFIRMED (CP) 78.72%
1508 CONFIRMED (CP) 85.89%
1509 FALSE POSITIVE 66.69%
1510 CONFIRMED (CP) 50.15%
1511 CANDIDATE (PC) 55.98%
1512 CANDIDATE (PC) 64.07%
1513 CANDIDATE (PC) 67.49%
1514 CANDIDATE (PC) 53.30%
1515 CANDIDATE (PC) 44.15%
1516 FALSE POSITIVE 61.21%
1517 CANDIDATE (PC) 78.24%
1518 CONFIRMED (CP) 94.58%
1519 FALSE POSITIVE 62.93%
1520 CANDIDATE (PC) 95.68%
1521 CONFIRMED (CP) 91.44%
1522 CANDIDATE (PC) 77.68%
1523 CONFIRMED (CP) 78.14%
1524 CANDIDATE (PC) 42.87%
1525 FALSE POSITIVE 76.43%
1526 FALSE POSITIVE 76.01%
1527 CANDIDATE (PC) 69.46%
1528 CANDIDATE (PC) 80.40%
1529 CONFIRMED (CP) 97.15%
1530 CANDIDATE (PC) 85.14%
1531 CONFIRMED (CP) 96.16%
1532 CANDIDATE (PC) 79.86%
1533 CONFIRMED (CP) 60.88%
1534 FALSE POSITIVE 61.39%
1535 FALSE POSITIVE 97.34%
1536 CONFIRMED (CP) 95.30%
1537 FALSE POSITIVE 98.41%
1538 FALSE POSITIVE 76.62%
1539 CONFIRMED (CP) 59.82%
1540 FALSE POSITIVE 75.15%
1541 CANDIDATE (PC) 77.10%
1542 CANDIDATE (PC) 90.26%
1543 CANDIDATE (PC) 51.93%
1544 FALSE POSITIVE 57.66%
1545 FALSE POSITIVE 41.54%
1546 CONFIRMED (CP) 76.24%
1547 CONFIRMED (CP) 75.09%
1548 CONFIRMED (CP) 82.52%
1549 CONFIRMED (CP) 60.48%
1550 CONFIRMED (CP) 63.68%
1551 CONFIRMED (CP) 64.33%
1552 CONFIRMED (CP) 63.76%
1553 CANDIDATE (PC) 82.86%
1554 FALSE POSITIVE 98.20%
1555 CONFIRMED (CP) 35.46%
1556 CANDIDATE (PC) 98.68%
1557 FALSE POSITIVE 98.66%
1558 CANDIDATE (PC) 68.73%
1559 CONFIRMED (CP) 62.08%
1560 CANDIDATE (PC) 63.97%
1561 CONFIRMED (CP) 52.26%
1562 FALSE POSITIVE 98.56%
1563 CANDIDATE (PC) 39.68%
1564 CONFIRMED (CP) 48.14%
1565 FALSE POSITIVE 70.99%
1566 CONFIRMED (CP) 64.59%
1567 CANDIDATE (PC) 85.35%
1568 CANDIDATE (PC) 98.78%
1569 FALSE POSITIVE 68.74%
1570 CONFIRMED (CP) 86.30%
1571 CONFIRMED (CP) 85.52%
1572 FALSE POSITIVE 55.62%
1573 FALSE POSITIVE 53.85%
1574 CONFIRMED (CP) 52.09%
1575 CONFIRMED (CP) 55.70%
1576 CONFIRMED (CP) 87.57%
1577 CONFIRMED (CP) 76.44%
1578 FALSE POSITIVE 61.65%
1579 FALSE POSITIVE 99.59%
1580 CANDIDATE (PC) 88.66%
1581 FALSE POSITIVE 96.18%
1582 CANDIDATE (PC) 69.64%
1583 CANDIDATE (PC) 43.73%
1584 CANDIDATE (PC) 79.41%
1585 CONFIRMED (CP) 70.86%
1586 FALSE POSITIVE 86.63%
1587 FALSE POSITIVE 56.72%
1588 FALSE POSITIVE 74.87%
1589 FALSE POSITIVE 42.27%
1590 FALSE POSITIVE 60.20%
1591 FALSE POSITIVE 52.23%
1592 FALSE POSITIVE 99.49%
1593 FALSE POSITIVE 97.52%
1594 FALSE POSITIVE 53.28%
1595 FALSE POSITIVE 91.26%
1596 FALSE POSITIVE 99.30%
1597 CONFIRMED (CP) 38.16%
1598 CANDIDATE (PC) 59.84%
1599 CANDIDATE (PC) 83.64%
1600 CONFIRMED (CP) 59.08%
1601 FALSE POSITIVE 57.97%
1602 CONFIRMED (CP) 67.67%
1603 FALSE POSITIVE 46.20%
1604 CONFIRMED (CP) 96.68%
1605 CANDIDATE (PC) 85.71%
1606 CONFIRMED (CP) 87.59%
1607 FALSE POSITIVE 99.92%
1608 CONFIRMED (CP) 52.19%
1609 CANDIDATE (PC) 47.15%
1610 FALSE POSITIVE 99.38%
1611 CANDIDATE (PC) 72.10%
1612 CANDIDATE (PC) 54.65%
1613 CANDIDATE (PC) 83.74%
1614 FALSE POSITIVE 98.44%
1615 CONFIRMED (CP) 96.11%
1616 FALSE POSITIVE 99.45%
1617 CANDIDATE (PC) 81.27%
1618 FALSE POSITIVE 68.18%
1619 CANDIDATE (PC) 50.01%
1620 FALSE POSITIVE 57.88%
1621 FALSE POSITIVE 76.02%
1622 CANDIDATE (PC) 65.79%
1623 CONFIRMED (CP) 95.02%
1624 CANDIDATE (PC) 83.39%
1625 FALSE POSITIVE 40.51%
1626 FALSE POSITIVE 88.27%
1627 FALSE POSITIVE 49.81%
1628 CONFIRMED (CP) 81.57%
1629 CANDIDATE (PC) 75.44%
1630 CANDIDATE (PC) 79.89%
1631 FALSE POSITIVE 59.96%
1632 FALSE POSITIVE 70.54%
1633 FALSE POSITIVE 71.17%
1634 CANDIDATE (PC) 79.49%
1635 CANDIDATE (PC) 99.02%
1636 CONFIRMED (CP) 83.58%
1637 CANDIDATE (PC) 84.87%
1638 FALSE POSITIVE 94.37%
1639 CONFIRMED (CP) 56.61%
1640 CANDIDATE (PC) 80.94%
1641 FALSE POSITIVE 74.24%
1642 FALSE POSITIVE 69.21%
1643 FALSE POSITIVE 66.86%
1644 CANDIDATE (PC) 69.23%
1645 CANDIDATE (PC) 47.63%
1646 CONFIRMED (CP) 44.13%
1647 CANDIDATE (PC) 48.68%
1648 CANDIDATE (PC) 46.23%
1649 CONFIRMED (CP) 49.94%
1650 CANDIDATE (PC) 86.21%
1651 CANDIDATE (PC) 83.11%
1652 CANDIDATE (PC) 71.26%
1653 CANDIDATE (PC) 94.03%
1654 FALSE POSITIVE 72.72%
1655 CONFIRMED (CP) 74.94%
1656 CANDIDATE (PC) 52.83%
1657 FALSE POSITIVE 99.54%
1658 FALSE POSITIVE 99.64%
1659 FALSE POSITIVE 40.34%
1660 CANDIDATE (PC) 83.39%
1661 FALSE POSITIVE 98.41%
1662 FALSE POSITIVE 98.55%
1663 FALSE POSITIVE 73.31%
1664 CANDIDATE (PC) 65.90%
1665 CONFIRMED (CP) 95.52%
1666 CANDIDATE (PC) 47.71%
1667 FALSE POSITIVE 99.47%
1668 CANDIDATE (PC) 72.61%
1669 FALSE POSITIVE 65.42%
1670 CONFIRMED (CP) 65.67%
1671 CANDIDATE (PC) 72.45%
1672 CONFIRMED (CP) 78.30%
1673 CANDIDATE (PC) 48.89%
1674 CANDIDATE (PC) 48.77%
1675 FALSE POSITIVE 77.07%
1676 FALSE POSITIVE 55.52%
1677 CONFIRMED (CP) 77.69%
1678 FALSE POSITIVE 98.86%
1679 CONFIRMED (CP) 61.13%
1680 FALSE POSITIVE 82.01%
1681 FALSE POSITIVE 62.06%
1682 CANDIDATE (PC) 71.08%
1683 CONFIRMED (CP) 61.73%
1684 CANDIDATE (PC) 81.34%
1685 CONFIRMED (CP) 62.76%
1686 FALSE POSITIVE 95.79%
1687 FALSE POSITIVE 53.23%
1688 CONFIRMED (CP) 66.56%
1689 FALSE POSITIVE 99.30%
1690 CANDIDATE (PC) 62.43%
1691 CONFIRMED (CP) 61.63%
1692 CONFIRMED (CP) 58.88%
1693 CONFIRMED (CP) 60.94%
1694 CANDIDATE (PC) 99.05%
1695 FALSE POSITIVE 89.01%
1696 CONFIRMED (CP) 77.88%
1697 CANDIDATE (PC) 83.92%
1698 CONFIRMED (CP) 94.50%
1699 CANDIDATE (PC) 49.06%
1700 CONFIRMED (CP) 51.71%
1701 CONFIRMED (CP) 94.35%
1702 FALSE POSITIVE 92.38%
1703 CANDIDATE (PC) 96.61%
1704 CANDIDATE (PC) 76.23%
1705 CONFIRMED (CP) 55.05%
1706 FALSE POSITIVE 96.54%
1707 CONFIRMED (CP) 52.44%
1708 CANDIDATE (PC) 83.47%
1709 FALSE POSITIVE 50.72%
1710 CANDIDATE (PC) 79.62%
1711 FALSE POSITIVE 97.73%
1712 CANDIDATE (PC) 74.41%
1713 FALSE POSITIVE 49.79%
1714 CANDIDATE (PC) 82.22%
1715 CANDIDATE (PC) 83.97%
1716 CONFIRMED (CP) 53.91%
1717 FALSE POSITIVE 98.57%
1718 CANDIDATE (PC) 72.52%
1719 FALSE POSITIVE 79.47%
1720 FALSE POSITIVE 84.14%
1721 CONFIRMED (CP) 88.39%
1722 CONFIRMED (CP) 88.72%
1723 FALSE POSITIVE 67.71%
1724 CONFIRMED (CP) 52.63%
1725 FALSE POSITIVE 50.51%
1726 CANDIDATE (PC) 39.21%
1727 CANDIDATE (PC) 52.63%
1728 CONFIRMED (CP) 67.65%
1729 CONFIRMED (CP) 86.77%
1730 CANDIDATE (PC) 92.91%
1731 CONFIRMED (CP) 96.37%
1732 FALSE POSITIVE 44.05%
1733 CANDIDATE (PC) 57.46%
1734 CANDIDATE (PC) 58.04%
1735 CONFIRMED (CP) 59.51%
1736 CONFIRMED (CP) 51.63%
1737 CONFIRMED (CP) 74.99%
1738 FALSE POSITIVE 99.89%
1739 CONFIRMED (CP) 55.52%
1740 CONFIRMED (CP) 40.83%
1741 CANDIDATE (PC) 44.13%
1742 CONFIRMED (CP) 68.05%
1743 CANDIDATE (PC) 76.27%
1744 FALSE POSITIVE 96.43%
1745 CONFIRMED (CP) 60.14%
1746 FALSE POSITIVE 69.30%
1747 CANDIDATE (PC) 67.01%
1748 CONFIRMED (CP) 53.14%
1749 CANDIDATE (PC) 46.91%
1750 FALSE POSITIVE 95.82%
1751 CONFIRMED (CP) 88.15%
1752 CANDIDATE (PC) 68.60%
1753 CANDIDATE (PC) 76.32%
1754 CONFIRMED (CP) 85.55%
1755 CANDIDATE (PC) 48.67%
1756 CANDIDATE (PC) 98.44%
1757 CANDIDATE (PC) 77.47%
1758 FALSE POSITIVE 98.24%
1759 CANDIDATE (PC) 57.19%
1760 CANDIDATE (PC) 48.36%
1761 CANDIDATE (PC) 83.06%
1762 CONFIRMED (CP) 90.02%
1763 CONFIRMED (CP) 70.99%
1764 FALSE POSITIVE 74.49%
1765 CONFIRMED (CP) 61.07%
1766 CANDIDATE (PC) 47.25%
1767 CONFIRMED (CP) 43.40%
1768 CANDIDATE (PC) 55.02%
1769 FALSE POSITIVE 38.53%
1770 CANDIDATE (PC) 81.61%
1771 CANDIDATE (PC) 55.88%
1772 CONFIRMED (CP) 40.35%
1773 CONFIRMED (CP) 63.99%
1774 FALSE POSITIVE 71.41%
1775 CANDIDATE (PC) 75.80%
1776 FALSE POSITIVE 98.55%
1777 FALSE POSITIVE 97.55%
1778 CANDIDATE (PC) 78.98%
1779 FALSE POSITIVE 85.28%
1780 CANDIDATE (PC) 65.02%
1781 CONFIRMED (CP) 66.58%
1782 CANDIDATE (PC) 81.98%
1783 CONFIRMED (CP) 95.42%
1784 FALSE POSITIVE 71.12%
1785 CONFIRMED (CP) 50.24%
1786 CANDIDATE (PC) 67.36%
1787 FALSE POSITIVE 51.85%
1788 CANDIDATE (PC) 84.10%
1789 CANDIDATE (PC) 85.16%
1790 FALSE POSITIVE 79.71%
1791 CONFIRMED (CP) 94.40%
1792 CONFIRMED (CP) 88.49%
1793 CONFIRMED (CP) 76.81%
1794 FALSE POSITIVE 86.02%
1795 CONFIRMED (CP) 95.65%
1796 CONFIRMED (CP) 55.05%
1797 CONFIRMED (CP) 90.72%
1798 CANDIDATE (PC) 76.45%
1799 CONFIRMED (CP) 91.39%
1800 CONFIRMED (CP) 48.58%
1801 CANDIDATE (PC) 75.79%
1802 CANDIDATE (PC) 78.09%
1803 CONFIRMED (CP) 86.18%
1804 CONFIRMED (CP) 46.46%
1805 FALSE POSITIVE 77.34%
1806 FALSE POSITIVE 99.67%
1807 FALSE POSITIVE 52.84%
1808 FALSE POSITIVE 75.65%
1809 FALSE POSITIVE 67.36%
1810 CONFIRMED (CP) 61.24%
1811 CONFIRMED (CP) 62.30%
1812 CONFIRMED (CP) 95.85%
1813 FALSE POSITIVE 84.75%
1814 FALSE POSITIVE 57.64%
1815 CONFIRMED (CP) 59.68%
1816 CANDIDATE (PC) 79.26%
1817 FALSE POSITIVE 95.20%
1818 FALSE POSITIVE 98.74%
1819 CANDIDATE (PC) 82.67%
1820 CANDIDATE (PC) 51.06%
1821 FALSE POSITIVE 50.51%
1822 CONFIRMED (CP) 66.00%
1823 CONFIRMED (CP) 92.77%
1824 CONFIRMED (CP) 87.31%
1825 CANDIDATE (PC) 83.54%
1826 FALSE POSITIVE 97.72%
1827 CANDIDATE (PC) 64.55%
1828 CONFIRMED (CP) 78.20%
1829 FALSE POSITIVE 88.46%
1830 CONFIRMED (CP) 52.18%
1831 CANDIDATE (PC) 88.55%
1832 CANDIDATE (PC) 78.19%
1833 CONFIRMED (CP) 86.72%
1834 CONFIRMED (CP) 69.73%
1835 FALSE POSITIVE 55.99%
1836 CANDIDATE (PC) 52.84%
1837 CONFIRMED (CP) 39.10%
1838 FALSE POSITIVE 94.92%
1839 CANDIDATE (PC) 49.52%
1840 CONFIRMED (CP) 86.88%
1841 CANDIDATE (PC) 84.96%
1842 CANDIDATE (PC) 47.80%
1843 FALSE POSITIVE 79.63%
1844 CANDIDATE (PC) 79.99%
1845 CONFIRMED (CP) 91.31%
1846 CONFIRMED (CP) 74.50%
1847 FALSE POSITIVE 64.11%
1848 CONFIRMED (CP) 48.77%
1849 FALSE POSITIVE 99.50%
1850 CANDIDATE (PC) 80.89%
1851 CANDIDATE (PC) 83.79%
1852 CANDIDATE (PC) 97.90%
1853 CONFIRMED (CP) 89.44%
1854 CANDIDATE (PC) 41.70%
1855 CANDIDATE (PC) 48.54%
1856 FALSE POSITIVE 63.84%
1857 CONFIRMED (CP) 63.11%
1858 CANDIDATE (PC) 53.38%
1859 CANDIDATE (PC) 81.30%
1860 CANDIDATE (PC) 60.55%
1861 CONFIRMED (CP) 96.62%
1862 FALSE POSITIVE 97.65%
1863 FALSE POSITIVE 71.20%
1864 CANDIDATE (PC) 81.31%
1865 CONFIRMED (CP) 86.54%
1866 CANDIDATE (PC) 92.52%
1867 CONFIRMED (CP) 85.13%
1868 CONFIRMED (CP) 91.10%
1869 CANDIDATE (PC) 67.65%
1870 CANDIDATE (PC) 52.02%
1871 CANDIDATE (PC) 62.71%
1872 CANDIDATE (PC) 80.04%
1873 CONFIRMED (CP) 63.23%
1874 CONFIRMED (CP) 52.67%
1875 CONFIRMED (CP) 86.91%
1876 FALSE POSITIVE 93.68%
1877 CANDIDATE (PC) 69.89%
1878 CONFIRMED (CP) 85.16%
1879 CONFIRMED (CP) 57.86%
1880 CANDIDATE (PC) 99.32%
1881 CANDIDATE (PC) 79.54%
1882 CANDIDATE (PC) 74.16%
1883 CONFIRMED (CP) 78.95%
1884 CANDIDATE (PC) 49.15%
1885 FALSE POSITIVE 99.64%
1886 FALSE POSITIVE 65.22%
1887 FALSE POSITIVE 68.88%
1888 CANDIDATE (PC) 74.72%
1889 CANDIDATE (PC) 75.32%
1890 CANDIDATE (PC) 84.51%
1891 FALSE POSITIVE 69.12%
1892 CANDIDATE (PC) 99.36%
1893 CANDIDATE (PC) 41.70%
1894 CANDIDATE (PC) 84.55%
1895 FALSE POSITIVE 50.56%
1896 CANDIDATE (PC) 69.89%
1897 CONFIRMED (CP) 74.05%
1898 CANDIDATE (PC) 82.52%
1899 CANDIDATE (PC) 79.92%
1900 CANDIDATE (PC) 67.58%
1901 FALSE POSITIVE 83.48%
1902 CANDIDATE (PC) 68.80%
1903 CANDIDATE (PC) 86.95%
1904 CANDIDATE (PC) 46.84%
1905 CANDIDATE (PC) 97.75%
1906 CANDIDATE (PC) 90.51%
1907 CANDIDATE (PC) 47.37%
1908 CONFIRMED (CP) 58.25%
1909 CANDIDATE (PC) 77.66%
1910 CONFIRMED (CP) 57.76%
1911 FALSE POSITIVE 98.80%
1912 FALSE POSITIVE 99.21%
1913 CANDIDATE (PC) 68.62%
1914 CANDIDATE (PC) 78.45%
1915 CONFIRMED (CP) 80.85%
1916 FALSE POSITIVE 71.74%
1917 FALSE POSITIVE 74.89%
1918 FALSE POSITIVE 94.89%
1919 CANDIDATE (PC) 66.27%
1920 CANDIDATE (PC) 72.86%
1921 FALSE POSITIVE 96.35%
1922 CONFIRMED (CP) 69.00%
1923 CONFIRMED (CP) 46.40%
1924 CANDIDATE (PC) 80.60%
1925 CANDIDATE (PC) 84.03%
1926 CANDIDATE (PC) 94.09%
1927 CONFIRMED (CP) 44.80%
1928 CONFIRMED (CP) 66.84%
1929 CANDIDATE (PC) 46.65%
1930 CONFIRMED (CP) 61.40%
1931 CONFIRMED (CP) 60.99%
1932 CONFIRMED (CP) 58.29%
1933 CANDIDATE (PC) 52.20%
1934 CANDIDATE (PC) 46.21%
1935 CONFIRMED (CP) 63.17%
1936 FALSE POSITIVE 60.05%
1937 CONFIRMED (CP) 65.57%
1938 FALSE POSITIVE 73.31%
1939 FALSE POSITIVE 72.44%
1940 CANDIDATE (PC) 78.21%
1941 FALSE POSITIVE 56.49%
1942 CANDIDATE (PC) 71.23%
1943 CONFIRMED (CP) 52.21%
1944 CONFIRMED (CP) 61.70%
1945 FALSE POSITIVE 96.01%
1946 CANDIDATE (PC) 84.80%
1947 FALSE POSITIVE 67.58%
1948 CANDIDATE (PC) 84.76%
1949 CONFIRMED (CP) 89.28%
1950 CANDIDATE (PC) 59.97%
1951 CANDIDATE (PC) 86.37%
1952 CANDIDATE (PC) 81.30%
1953 CANDIDATE (PC) 64.17%
1954 CONFIRMED (CP) 57.21%
1955 CONFIRMED (CP) 60.90%
1956 CONFIRMED (CP) 86.72%
1957 CONFIRMED (CP) 67.95%
1958 CONFIRMED (CP) 42.62%
1959 FALSE POSITIVE 55.21%
1960 FALSE POSITIVE 94.70%
1961 CANDIDATE (PC) 82.25%
1962 FALSE POSITIVE 95.95%
1963 FALSE POSITIVE 90.59%
1964 CANDIDATE (PC) 46.11%
1965 CANDIDATE (PC) 47.62%
1966 FALSE POSITIVE 51.15%
1967 FALSE POSITIVE 97.20%
1968 CANDIDATE (PC) 69.45%
1969 CONFIRMED (CP) 94.00%
1970 FALSE POSITIVE 64.51%
1971 FALSE POSITIVE 61.42%
1972 CANDIDATE (PC) 64.94%
1973 FALSE POSITIVE 50.55%
1974 CANDIDATE (PC) 96.78%
1975 FALSE POSITIVE 69.53%
1976 CANDIDATE (PC) 65.52%
1977 CANDIDATE (PC) 83.07%
1978 CANDIDATE (PC) 80.88%
1979 CANDIDATE (PC) 56.39%
1980 FALSE POSITIVE 61.11%
1981 CONFIRMED (CP) 41.15%
1982 CONFIRMED (CP) 88.88%
1983 CONFIRMED (CP) 42.41%
1984 CANDIDATE (PC) 75.53%
1985 FALSE POSITIVE 96.95%
1986 FALSE POSITIVE 52.58%
1987 CANDIDATE (PC) 75.41%
1988 CANDIDATE (PC) 85.51%
1989 CONFIRMED (CP) 88.01%
1990 CONFIRMED (CP) 52.16%
1991 CANDIDATE (PC) 99.29%
1992 CONFIRMED (CP) 52.43%
1993 CANDIDATE (PC) 79.53%
1994 CANDIDATE (PC) 67.27%
1995 CANDIDATE (PC) 67.70%
1996 CONFIRMED (CP) 60.80%
1997 FALSE POSITIVE 68.95%
1998 CONFIRMED (CP) 51.07%
1999 FALSE POSITIVE 50.38%
2000 CANDIDATE (PC) 80.83%
2001 FALSE POSITIVE 70.42%
2002 CANDIDATE (PC) 80.49%
2003 CONFIRMED (CP) 55.08%
2004 CONFIRMED (CP) 49.18%
2005 FALSE POSITIVE 76.98%
2006 CANDIDATE (PC) 52.61%
2007 FALSE POSITIVE 95.21%
2008 CONFIRMED (CP) 86.42%
2009 CANDIDATE (PC) 98.99%
2010 CONFIRMED (CP) 70.44%
2011 CANDIDATE (PC) 75.96%
2012 CONFIRMED (CP) 83.00%
2013 CONFIRMED (CP) 52.33%
2014 FALSE POSITIVE 48.82%
2015 CONFIRMED (CP) 96.97%
2016 CANDIDATE (PC) 79.24%
2017 CONFIRMED (CP) 92.60%
2018 CONFIRMED (CP) 60.13%
2019 CANDIDATE (PC) 53.03%
2020 CONFIRMED (CP) 60.93%
2021 FALSE POSITIVE 59.02%
2022 FALSE POSITIVE 45.58%
2023 CANDIDATE (PC) 51.52%
2024 CANDIDATE (PC) 75.12%
2025 CANDIDATE (PC) 98.83%
2026 FALSE POSITIVE 51.59%
2027 CANDIDATE (PC) 80.26%
2028 CONFIRMED (CP) 60.04%
2029 CANDIDATE (PC) 77.49%
2030 CANDIDATE (PC) 84.55%
2031 CONFIRMED (CP) 74.27%
2032 CONFIRMED (CP) 74.91%
2033 CONFIRMED (CP) 61.56%
2034 CANDIDATE (PC) 79.91%
2035 CANDIDATE (PC) 61.72%
2036 CANDIDATE (PC) 83.16%
2037 FALSE POSITIVE 99.56%
2038 FALSE POSITIVE 97.97%
2039 CONFIRMED (CP) 86.46%
2040 CONFIRMED (CP) 95.92%
2041 FALSE POSITIVE 61.37%
2042 CANDIDATE (PC) 76.06%
2043 CANDIDATE (PC) 86.29%
2044 CONFIRMED (CP) 42.41%
2045 FALSE POSITIVE 98.61%
2046 CANDIDATE (PC) 80.35%
2047 FALSE POSITIVE 90.64%
2048 CANDIDATE (PC) 84.16%
2049 CANDIDATE (PC) 59.32%
2050 FALSE POSITIVE 87.85%
2051 CANDIDATE (PC) 61.37%
2052 CONFIRMED (CP) 67.43%
2053 FALSE POSITIVE 97.57%
2054 FALSE POSITIVE 56.63%
2055 CANDIDATE (PC) 99.02%
2056 CONFIRMED (CP) 46.45%
2057 CANDIDATE (PC) 45.66%
2058 FALSE POSITIVE 50.92%
2059 CONFIRMED (CP) 94.06%
2060 CANDIDATE (PC) 67.70%
2061 FALSE POSITIVE 47.89%
2062 CONFIRMED (CP) 70.06%
2063 CANDIDATE (PC) 78.96%
2064 FALSE POSITIVE 55.45%
2065 FALSE POSITIVE 61.58%
2066 FALSE POSITIVE 93.93%
2067 CANDIDATE (PC) 83.34%
2068 FALSE POSITIVE 99.54%
2069 CANDIDATE (PC) 81.45%
2070 FALSE POSITIVE 95.03%
2071 FALSE POSITIVE 51.95%
2072 CANDIDATE (PC) 71.60%
2073 FALSE POSITIVE 99.33%
2074 CANDIDATE (PC) 54.68%
2075 CANDIDATE (PC) 77.71%
2076 CANDIDATE (PC) 75.04%
2077 CONFIRMED (CP) 53.36%
2078 CANDIDATE (PC) 80.02%
2079 FALSE POSITIVE 35.92%
2080 FALSE POSITIVE 52.35%
2081 CONFIRMED (CP) 51.71%
2082 CANDIDATE (PC) 77.47%
2083 CANDIDATE (PC) 81.64%
2084 CONFIRMED (CP) 55.40%
2085 FALSE POSITIVE 99.76%
2086 CONFIRMED (CP) 53.69%
2087 CANDIDATE (PC) 47.69%
2088 CONFIRMED (CP) 82.91%
2089 CONFIRMED (CP) 62.84%
2090 CANDIDATE (PC) 44.38%
2091 CANDIDATE (PC) 75.70%
2092 CONFIRMED (CP) 57.49%
2093 CANDIDATE (PC) 96.93%
2094 CONFIRMED (CP) 79.07%
2095 CANDIDATE (PC) 78.57%
2096 CANDIDATE (PC) 75.76%
2097 CONFIRMED (CP) 61.28%
2098 CONFIRMED (CP) 51.21%
2099 FALSE POSITIVE 81.61%
2100 CANDIDATE (PC) 56.26%
2101 CONFIRMED (CP) 72.60%
2102 CONFIRMED (CP) 71.05%
2103 CONFIRMED (CP) 55.41%
2104 CANDIDATE (PC) 83.22%
2105 FALSE POSITIVE 99.44%
2106 CANDIDATE (PC) 80.98%
2107 CONFIRMED (CP) 49.14%
2108 CANDIDATE (PC) 99.79%
2109 CANDIDATE (PC) 57.94%
2110 FALSE POSITIVE 99.59%
2111 CANDIDATE (PC) 99.46%
2112 FALSE POSITIVE 72.71%
2113 FALSE POSITIVE 98.27%
2114 FALSE POSITIVE 68.33%
2115 CONFIRMED (CP) 79.75%
2116 CANDIDATE (PC) 66.31%
2117 CONFIRMED (CP) 67.72%
2118 CONFIRMED (CP) 53.15%
2119 CANDIDATE (PC) 58.42%
2120 FALSE POSITIVE 52.53%
2121 CANDIDATE (PC) 79.99%
2122 CANDIDATE (PC) 56.28%
2123 CANDIDATE (PC) 88.20%
2124 FALSE POSITIVE 78.44%
2125 CONFIRMED (CP) 86.79%
2126 CANDIDATE (PC) 52.98%
2127 FALSE POSITIVE 99.84%
2128 CANDIDATE (PC) 53.00%
2129 CANDIDATE (PC) 41.44%
2130 CANDIDATE (PC) 50.32%
2131 FALSE POSITIVE 74.84%
2132 CANDIDATE (PC) 75.34%
2133 CANDIDATE (PC) 84.86%
2134 CANDIDATE (PC) 49.14%
2135 CONFIRMED (CP) 96.24%
2136 FALSE POSITIVE 98.90%
2137 CONFIRMED (CP) 89.81%
2138 CONFIRMED (CP) 78.34%
2139 CONFIRMED (CP) 49.26%
2140 CANDIDATE (PC) 83.82%
2141 CANDIDATE (PC) 77.76%
2142 FALSE POSITIVE 50.79%
2143 CANDIDATE (PC) 58.06%
2144 FALSE POSITIVE 53.82%
2145 CANDIDATE (PC) 94.46%
2146 CONFIRMED (CP) 47.64%
2147 FALSE POSITIVE 94.55%
2148 CANDIDATE (PC) 80.63%
2149 FALSE POSITIVE 97.18%
2150 FALSE POSITIVE 57.85%
2151 CONFIRMED (CP) 75.62%
2152 CANDIDATE (PC) 84.08%
2153 CANDIDATE (PC) 81.34%
2154 CANDIDATE (PC) 84.92%
2155 CANDIDATE (PC) 94.01%
2156 CONFIRMED (CP) 87.20%
2157 CONFIRMED (CP) 86.66%
