RESULTADOS DEL MODELO: XGBoost (TestData: complex_data)
======================================================================
Accuracy General: 0.8121

Matriz de Confusión:
1451 CANDIDATE (PC) 87.74%
1452 CANDIDATE (PC) 90.99%
1453 CANDIDATE (PC) 87.46%
1454 FALSE POSITIVE 98.06%
1455 CANDIDATE (PC) 97.96%
1456 CANDIDATE (PC) 79.90%
1457 CANDIDATE (PC) 84.11%
1458 FALSE POSITIVE 90.74%
1459 CANDIDATE (PC) 99.42%
1460 FALSE POSITIVE 99.85%
1461 CANDIDATE (PC) 96.45%
1462 FALSE POSITIVE 52.10%
1463 CONFIRMED (CP) 41.75%
1464 FALSE POSITIVE 85.55%
1465 CANDIDATE (PC) 94.41%
1466 CANDIDATE (PC) 94.15%
1467 CONFIRMED (CP) 69.29%
1468 FALSE POSITIVE 35.53%
1469 FALSE POSITIVE 98.00%
1470 CANDIDATE (PC) 49.47%
1471 CANDIDATE (PC) 93.13%
1472 CANDIDATE (PC) 86.54%
1473 FALSE POSITIVE 97.81%
1474 FALSE POSITIVE 99.77%
1475 CONFIRMED (CP) 97.06%
1476 CANDIDATE (PC) 92.14%
1477 CONFIRMED (CP) 98.59%
1478 FALSE POSITIVE 97.09%
1479 CANDIDATE (PC) 57.62%
1480 CANDIDATE (PC) 85.03%
1481 CANDIDATE (PC) 89.32%
1482 CONFIRMED (CP) 95.47%
1483 CANDIDATE (PC) 51.82%
1484 CANDIDATE (PC) 70.03%
1485 FALSE POSITIVE 94.89%
1486 CANDIDATE (PC) 92.55%
1487 CONFIRMED (CP) 99.04%
1488 CONFIRMED (CP) 99.17%
1489 CANDIDATE (PC) 89.32%
1490 CANDIDATE (PC) 92.33%
1491 FALSE POSITIVE 81.41%
1492 FALSE POSITIVE 88.43%
1493 CONFIRMED (CP) 68.63%
1494 CANDIDATE (PC) 97.62%
1495 CANDIDATE (PC) 96.77%
1496 FALSE POSITIVE 94.35%
1497 CANDIDATE (PC) 93.84%
1498 CANDIDATE (PC) 54.02%
1499 CANDIDATE (PC) 60.76%
1500 FALSE POSITIVE 99.02%
1501 CANDIDATE (PC) 88.49%
1502 CANDIDATE (PC) 74.84%
1503 CONFIRMED (CP) 82.02%
1504 CONFIRMED (CP) 73.10%
1505 CONFIRMED (CP) 91.24%
1506 CONFIRMED (CP) 95.91%
1507 CANDIDATE (PC) 99.72%
1508 CANDIDATE (PC) 78.53%
1509 CONFIRMED (CP) 96.33%
1510 CONFIRMED (CP) 65.11%
1511 CANDIDATE (PC) 75.33%
1512 CANDIDATE (PC) 80.14%
1513 CONFIRMED (CP) 47.63%
1514 FALSE POSITIVE 50.90%
1515 CONFIRMED (CP) 99.03%
1516 FALSE POSITIVE 99.85%
1517 CONFIRMED (CP) 94.89%
1518 CANDIDATE (PC) 53.59%
1519 CANDIDATE (PC) 86.88%
1520 CANDIDATE (PC) 94.91%
1521 CANDIDATE (PC) 89.25%
1522 CANDIDATE (PC) 98.93%
1523 CANDIDATE (PC) 68.64%
1524 CANDIDATE (PC) 95.10%
1525 CONFIRMED (CP) 68.64%
1526 FALSE POSITIVE 99.00%
1527 CONFIRMED (CP) 95.74%
1528 CONFIRMED (CP) 69.26%
1529 CANDIDATE (PC) 51.78%
1530 CANDIDATE (PC) 92.95%
1531 CONFIRMED (CP) 93.53%
1532 CANDIDATE (PC) 90.56%
1533 CONFIRMED (CP) 92.20%
1534 FALSE POSITIVE 51.30%
1535 CONFIRMED (CP) 58.92%
1536 CONFIRMED (CP) 97.38%
1537 CANDIDATE (PC) 84.17%
1538 FALSE POSITIVE 76.72%
1539 CANDIDATE (PC) 94.47%
1540 CONFIRMED (CP) 90.78%
1541 CANDIDATE (PC) 72.84%
1542 CANDIDATE (PC) 99.86%
1543 CANDIDATE (PC) 99.38%
1544 FALSE POSITIVE 98.42%
1545 CANDIDATE (PC) 97.55%
1546 CANDIDATE (PC) 85.10%
1547 CONFIRMED (CP) 66.25%
1548 CANDIDATE (PC) 84.75%
1549 CANDIDATE (PC) 92.37%
1550 CONFIRMED (CP) 74.50%
1551 FALSE POSITIVE 88.12%
1552 CONFIRMED (CP) 76.18%
1553 CONFIRMED (CP) 88.12%
1554 CANDIDATE (PC) 95.30%
1555 FALSE POSITIVE 91.40%
1556 CANDIDATE (PC) 94.53%
1557 CONFIRMED (CP) 42.88%
1558 CONFIRMED (CP) 98.63%
1559 FALSE POSITIVE 91.83%
1560 CONFIRMED (CP) 70.05%
1561 FALSE POSITIVE 51.36%
1562 CONFIRMED (CP) 85.55%
1563 CONFIRMED (CP) 97.11%
1564 FALSE POSITIVE 99.83%
1565 CONFIRMED (CP) 95.40%
1566 FALSE POSITIVE 76.32%
1567 CONFIRMED (CP) 94.96%
1568 CONFIRMED (CP) 99.16%
1569 CANDIDATE (PC) 86.58%
1570 FALSE POSITIVE 88.92%
1571 FALSE POSITIVE 97.60%
1572 CANDIDATE (PC) 71.98%
1573 CONFIRMED (CP) 98.47%
1574 CANDIDATE (PC) 67.60%
1575 FALSE POSITIVE 99.57%
1576 CANDIDATE (PC) 99.25%
1577 CANDIDATE (PC) 49.69%
1578 CANDIDATE (PC) 86.20%
1579 CANDIDATE (PC) 85.45%
1580 CONFIRMED (CP) 66.13%
1581 CONFIRMED (CP) 83.37%
1582 FALSE POSITIVE 98.83%
1583 FALSE POSITIVE 99.41%
1584 FALSE POSITIVE 96.86%
1585 FALSE POSITIVE 71.84%
1586 FALSE POSITIVE 73.23%
1587 CANDIDATE (PC) 52.72%
1588 CANDIDATE (PC) 84.43%
1589 FALSE POSITIVE 98.89%
1590 CANDIDATE (PC) 99.83%
1591 CANDIDATE (PC) 76.73%
1592 CANDIDATE (PC) 98.34%
1593 CONFIRMED (CP) 45.12%
1594 CONFIRMED (CP) 98.03%
1595 CONFIRMED (CP) 97.16%
1596 FALSE POSITIVE 61.85%
1597 CANDIDATE (PC) 94.04%
1598 CONFIRMED (CP) 42.95%
1599 CANDIDATE (PC) 76.87%
1600 FALSE POSITIVE 99.48%
1601 FALSE POSITIVE 96.55%
1602 CANDIDATE (PC) 95.26%
1603 CANDIDATE (PC) 64.01%
1604 CONFIRMED (CP) 99.18%
1605 CONFIRMED (CP) 77.83%
1606 CANDIDATE (PC) 99.26%
1607 CANDIDATE (PC) 70.05%
1608 CONFIRMED (CP) 99.56%
1609 CANDIDATE (PC) 53.61%
1610 FALSE POSITIVE 74.85%
1611 FALSE POSITIVE 67.09%
1612 CANDIDATE (PC) 80.41%
1613 CANDIDATE (PC) 89.66%
1614 CONFIRMED (CP) 97.97%
1615 CANDIDATE (PC) 77.74%
1616 CONFIRMED (CP) 72.81%
1617 CANDIDATE (PC) 66.83%
1618 CONFIRMED (CP) 44.22%
1619 CANDIDATE (PC) 90.56%
1620 FALSE POSITIVE 46.39%
1621 CANDIDATE (PC) 95.49%
1622 CONFIRMED (CP) 87.80%
1623 CONFIRMED (CP) 97.47%
1624 CANDIDATE (PC) 94.22%
1625 FALSE POSITIVE 98.96%
1626 CONFIRMED (CP) 99.15%
1627 CANDIDATE (PC) 91.55%
1628 CANDIDATE (PC) 50.12%
1629 FALSE POSITIVE 97.71%
1630 FALSE POSITIVE 90.64%
1631 CANDIDATE (PC) 98.35%
1632 CONFIRMED (CP) 52.14%
1633 FALSE POSITIVE 60.32%
1634 FALSE POSITIVE 94.05%
1635 FALSE POSITIVE 66.86%
1636 CANDIDATE (PC) 54.35%
1637 CONFIRMED (CP) 98.88%
1638 CANDIDATE (PC) 93.28%
1639 CONFIRMED (CP) 83.86%
1640 CANDIDATE (PC) 99.84%
1641 FALSE POSITIVE 98.65%
1642 CONFIRMED (CP) 99.25%
1643 CONFIRMED (CP) 95.22%
1644 FALSE POSITIVE 94.82%
1645 CANDIDATE (PC) 88.02%
1646 CONFIRMED (CP) 90.17%
1647 CANDIDATE (PC) 92.33%
1648 CONFIRMED (CP) 95.97%
1649 CONFIRMED (CP) 96.03%
1650 CONFIRMED (CP) 43.47%
1651 CONFIRMED (CP) 86.86%
1652 CONFIRMED (CP) 99.43%
1653 FALSE POSITIVE 84.40%
1654 CANDIDATE (PC) 47.41%
1655 CANDIDATE (PC) 67.49%
1656 CONFIRMED (CP) 98.43%
1657 CANDIDATE (PC) 64.73%
1658 CONFIRMED (CP) 54.24%
1659 CONFIRMED (CP) 98.63%
1660 CANDIDATE (PC) 88.96%
1661 CONFIRMED (CP) 99.12%
1662 CANDIDATE (PC) 86.94%
1663 CANDIDATE (PC) 68.58%
1664 CANDIDATE (PC) 88.28%
1665 CONFIRMED (CP) 97.65%
1666 CONFIRMED (CP) 63.72%
1667 CONFIRMED (CP) 62.34%
1668 FALSE POSITIVE 99.89%
1669 CONFIRMED (CP) 97.45%
1670 FALSE POSITIVE 99.75%
1671 CONFIRMED (CP) 39.83%
1672 CANDIDATE (PC) 87.46%
1673 CANDIDATE (PC) 61.19%
1674 CANDIDATE (PC) 68.11%
1675 CANDIDATE (PC) 54.06%
1676 CANDIDATE (PC) 96.86%
1677 CANDIDATE (PC) 89.75%
1678 CONFIRMED (CP) 94.29%
1679 CANDIDATE (PC) 92.38%
1680 FALSE POSITIVE 97.39%
1681 CANDIDATE (PC) 90.33%
1682 FALSE POSITIVE 99.45%
1683 CANDIDATE (PC) 92.59%
1684 CANDIDATE (PC) 60.66%
1685 FALSE POSITIVE 58.37%
1686 FALSE POSITIVE 96.84%
1687 CANDIDATE (PC) 87.85%
1688 FALSE POSITIVE 62.89%
1689 CANDIDATE (PC) 76.95%
1690 CONFIRMED (CP) 98.76%
1691 FALSE POSITIVE 45.10%
1692 CANDIDATE (PC) 91.58%
1693 CONFIRMED (CP) 97.61%
1694 FALSE POSITIVE 92.65%
1695 FALSE POSITIVE 49.31%
1696 FALSE POSITIVE 99.62%
1697 FALSE POSITIVE 98.97%
1698 CANDIDATE (PC) 77.07%
1699 FALSE POSITIVE 52.98%
1700 CONFIRMED (CP) 71.67%
1701 CONFIRMED (CP) 95.32%
1702 CONFIRMED (CP) 70.87%
1703 CANDIDATE (PC) 71.47%
1704 FALSE POSITIVE 98.28%
1705 CONFIRMED (CP) 99.11%
1706 FALSE POSITIVE 98.17%
1707 CANDIDATE (PC) 85.27%
1708 CANDIDATE (PC) 88.96%
1709 CANDIDATE (PC) 79.11%
1710 CANDIDATE (PC) 89.69%
1711 CANDIDATE (PC) 82.10%
1712 FALSE POSITIVE 95.54%
1713 CONFIRMED (CP) 74.86%
1714 CANDIDATE (PC) 89.73%
1715 FALSE POSITIVE 97.80%
1716 CONFIRMED (CP) 98.58%
1717 CANDIDATE (PC) 92.91%
1718 FALSE POSITIVE 97.30%
1719 CANDIDATE (PC) 57.56%
1720 CONFIRMED (CP) 99.51%
1721 CONFIRMED (CP) 83.98%
1722 CANDIDATE (PC) 68.03%
1723 CANDIDATE (PC) 77.54%
1724 CANDIDATE (PC) 36.85%
1725 CONFIRMED (CP) 43.68%
1726 CANDIDATE (PC) 86.35%
1727 CONFIRMED (CP) 86.95%
1728 CONFIRMED (CP) 97.02%
1729 CANDIDATE (PC) 93.06%
1730 FALSE POSITIVE 59.73%
1731 FALSE POSITIVE 97.56%
1732 CANDIDATE (PC) 99.48%
1733 FALSE POSITIVE 56.13%
1734 FALSE POSITIVE 71.51%
1735 CONFIRMED (CP) 64.76%
1736 FALSE POSITIVE 99.68%
1737 CANDIDATE (PC) 61.83%
1738 FALSE POSITIVE 72.42%
1739 FALSE POSITIVE 74.69%
1740 CANDIDATE (PC) 86.08%
1741 FALSE POSITIVE 56.00%
1742 FALSE POSITIVE 49.87%
1743 CANDIDATE (PC) 99.38%
1744 CONFIRMED (CP) 95.27%
1745 CANDIDATE (PC) 97.08%
1746 CANDIDATE (PC) 63.23%
1747 FALSE POSITIVE 50.58%
1748 CANDIDATE (PC) 53.98%
1749 FALSE POSITIVE 99.33%
1750 CANDIDATE (PC) 90.53%
1751 FALSE POSITIVE 60.12%
1752 CONFIRMED (CP) 99.88%
1753 FALSE POSITIVE 82.79%
1754 CANDIDATE (PC) 75.81%
1755 CONFIRMED (CP) 98.99%
1756 FALSE POSITIVE 99.87%
1757 CANDIDATE (PC) 68.96%
1758 CANDIDATE (PC) 94.25%
1759 CANDIDATE (PC) 83.87%
1760 CONFIRMED (CP) 91.04%
1761 CONFIRMED (CP) 96.63%
1762 CANDIDATE (PC) 97.52%
1763 CANDIDATE (PC) 74.95%
1764 CANDIDATE (PC) 68.87%
1765 CONFIRMED (CP) 94.91%
1766 FALSE POSITIVE 62.55%
1767 CONFIRMED (CP) 71.71%
1768 CANDIDATE (PC) 92.31%
1769 FALSE POSITIVE 98.48%
1770 CONFIRMED (CP) 95.32%
1771 CANDIDATE (PC) 92.15%
1772 CANDIDATE (PC) 99.53%
1773 CANDIDATE (PC) 92.91%
1774 FALSE POSITIVE 94.10%
1775 CANDIDATE (PC) 90.57%
1776 CONFIRMED (CP) 99.45%
1777 FALSE POSITIVE 98.67%
1778 FALSE POSITIVE 46.38%
1779 CANDIDATE (PC) 75.02%
1780 CANDIDATE (PC) 88.63%
1781 FALSE POSITIVE 96.82%
1782 CANDIDATE (PC) 80.35%
1783 FALSE POSITIVE 96.54%
1784 CONFIRMED (CP) 61.73%
1785 CANDIDATE (PC) 90.20%
1786 CANDIDATE (PC) 61.97%
1787 CONFIRMED (CP) 99.30%
1788 CANDIDATE (PC) 91.78%
1789 CANDIDATE (PC) 89.13%
1790 CONFIRMED (CP) 99.06%
1791 CANDIDATE (PC) 91.29%
1792 CANDIDATE (PC) 44.23%
1793 CONFIRMED (CP) 96.68%
1794 CONFIRMED (CP) 93.23%
1795 CANDIDATE (PC) 77.74%
1796 CONFIRMED (CP) 98.97%
1797 FALSE POSITIVE 96.98%
1798 CANDIDATE (PC) 58.54%
1799 CONFIRMED (CP) 97.21%
1800 FALSE POSITIVE 86.13%
1801 CANDIDATE (PC) 97.78%
1802 CANDIDATE (PC) 88.52%
1803 FALSE POSITIVE 61.01%
1804 CANDIDATE (PC) 73.73%
1805 FALSE POSITIVE 91.38%
1806 CANDIDATE (PC) 93.19%
1807 CONFIRMED (CP) 83.61%
1808 CONFIRMED (CP) 98.65%
1809 CANDIDATE (PC) 96.62%
1810 CANDIDATE (PC) 96.95%
1811 CANDIDATE (PC) 97.88%
1812 FALSE POSITIVE 88.63%
1813 CANDIDATE (PC) 53.58%
1814 CANDIDATE (PC) 95.16%
1815 CONFIRMED (CP) 65.67%
1816 FALSE POSITIVE 99.13%
1817 CONFIRMED (CP) 98.15%
1818 FALSE POSITIVE 97.15%
1819 CANDIDATE (PC) 84.47%
1820 CANDIDATE (PC) 56.26%
1821 CANDIDATE (PC) 95.00%
1822 CANDIDATE (PC) 57.03%
1823 CANDIDATE (PC) 38.29%
1824 CANDIDATE (PC) 88.23%
1825 CANDIDATE (PC) 55.81%
1826 FALSE POSITIVE 99.81%
1827 CANDIDATE (PC) 92.31%
1828 CANDIDATE (PC) 92.68%
1829 CONFIRMED (CP) 99.78%
1830 FALSE POSITIVE 99.69%
1831 CANDIDATE (PC) 76.08%
1832 FALSE POSITIVE 83.28%
1833 CONFIRMED (CP) 45.34%
1834 FALSE POSITIVE 41.70%
1835 FALSE POSITIVE 53.07%
1836 CONFIRMED (CP) 98.62%
1837 FALSE POSITIVE 99.76%
1838 CANDIDATE (PC) 94.85%
1839 CONFIRMED (CP) 76.58%
1840 CONFIRMED (CP) 97.26%
1841 CANDIDATE (PC) 82.31%
1842 FALSE POSITIVE 92.36%
1843 FALSE POSITIVE 93.48%
1844 CANDIDATE (PC) 94.17%
1845 CONFIRMED (CP) 87.59%
1846 FALSE POSITIVE 99.82%
1847 FALSE POSITIVE 84.21%
1848 CANDIDATE (PC) 89.92%
1849 FALSE POSITIVE 96.08%
1850 CANDIDATE (PC) 91.15%
1851 CANDIDATE (PC) 90.55%
1852 CONFIRMED (CP) 43.83%
1853 CONFIRMED (CP) 97.75%
1854 CONFIRMED (CP) 59.09%
1855 CANDIDATE (PC) 89.91%
1856 FALSE POSITIVE 52.20%
1857 CONFIRMED (CP) 63.56%
1858 FALSE POSITIVE 99.55%
1859 CONFIRMED (CP) 84.51%
1860 CANDIDATE (PC) 88.70%
1861 CANDIDATE (PC) 36.04%
1862 CONFIRMED (CP) 63.19%
1863 CANDIDATE (PC) 53.85%
1864 CANDIDATE (PC) 83.17%
1865 CANDIDATE (PC) 99.08%
1866 CONFIRMED (CP) 89.33%
1867 FALSE POSITIVE 45.81%
1868 CANDIDATE (PC) 92.74%
1869 FALSE POSITIVE 95.38%
1870 CANDIDATE (PC) 44.52%
1871 CANDIDATE (PC) 70.38%
1872 CONFIRMED (CP) 39.28%
1873 CANDIDATE (PC) 39.17%
1874 CONFIRMED (CP) 95.92%
1875 CANDIDATE (PC) 88.60%
1876 CANDIDATE (PC) 54.63%
1877 CANDIDATE (PC) 52.33%
1878 CANDIDATE (PC) 78.28%
1879 CANDIDATE (PC) 97.75%
1880 CONFIRMED (CP) 94.55%
1881 CANDIDATE (PC) 95.60%
1882 FALSE POSITIVE 80.71%
1883 CANDIDATE (PC) 94.50%
1884 FALSE POSITIVE 99.65%
1885 FALSE POSITIVE 60.52%
1886 FALSE POSITIVE 59.50%
1887 CANDIDATE (PC) 53.78%
1888 CANDIDATE (PC) 92.79%
1889 CONFIRMED (CP) 96.22%
1890 CANDIDATE (PC) 77.69%
1891 CANDIDATE (PC) 66.53%
1892 CANDIDATE (PC) 95.63%
1893 CANDIDATE (PC) 83.40%
1894 FALSE POSITIVE 71.65%
1895 CANDIDATE (PC) 63.60%
1896 CANDIDATE (PC) 54.84%
1897 CANDIDATE (PC) 37.61%
1898 FALSE POSITIVE 70.60%
1899 FALSE POSITIVE 92.33%
1900 CONFIRMED (CP) 97.76%
1901 FALSE POSITIVE 50.95%
1902 CANDIDATE (PC) 80.92%
1903 CANDIDATE (PC) 90.59%
1904 CANDIDATE (PC) 54.14%
1905 CANDIDATE (PC) 62.03%
1906 CANDIDATE (PC) 59.00%
1907 CANDIDATE (PC) 79.81%
1908 FALSE POSITIVE 98.45%
1909 FALSE POSITIVE 99.39%
1910 CANDIDATE (PC) 91.09%
1911 CANDIDATE (PC) 90.20%
1912 CANDIDATE (PC) 74.71%
1913 CANDIDATE (PC) 53.30%
1914 FALSE POSITIVE 55.35%
1915 FALSE POSITIVE 99.83%
1916 CANDIDATE (PC) 50.04%
1917 CANDIDATE (PC) 60.20%
1918 CONFIRMED (CP) 98.77%
1919 CANDIDATE (PC) 91.62%
1920 FALSE POSITIVE 84.05%
1921 FALSE POSITIVE 73.80%
1922 FALSE POSITIVE 99.75%
1923 FALSE POSITIVE 50.83%
1924 CONFIRMED (CP) 94.15%
1925 FALSE POSITIVE 51.37%
1926 CANDIDATE (PC) 88.54%
1927 CONFIRMED (CP) 64.94%
1928 CONFIRMED (CP) 92.94%
1929 CANDIDATE (PC) 92.61%
1930 CANDIDATE (PC) 88.94%
1931 FALSE POSITIVE 96.70%
1932 CANDIDATE (PC) 43.40%
1933 CONFIRMED (CP) 99.00%
1934 CANDIDATE (PC) 93.39%
1935 CONFIRMED (CP) 96.65%
1936 CANDIDATE (PC) 68.67%
1937 CANDIDATE (PC) 86.12%
1938 FALSE POSITIVE 96.09%
1939 CANDIDATE (PC) 95.17%
1940 CONFIRMED (CP) 86.59%
1941 CONFIRMED (CP) 56.13%
1942 CONFIRMED (CP) 99.17%
1943 CONFIRMED (CP) 98.86%
1944 CANDIDATE (PC) 55.20%
1945 CONFIRMED (CP) 98.81%
1946 CONFIRMED (CP) 99.52%
1947 CONFIRMED (CP) 58.69%
1948 FALSE POSITIVE 67.11%
1949 CANDIDATE (PC) 90.99%
1950 CANDIDATE (PC) 85.60%
1951 CANDIDATE (PC) 77.47%
1952 CANDIDATE (PC) 50.49%
1953 CANDIDATE (PC) 89.42%
1954 CANDIDATE (PC) 82.12%
1955 FALSE POSITIVE 98.69%
1956 CANDIDATE (PC) 95.41%
1957 CANDIDATE (PC) 92.34%
1958 CANDIDATE (PC) 89.93%
1959 FALSE POSITIVE 53.63%
1960 CANDIDATE (PC) 69.64%
1961 CANDIDATE (PC) 89.66%
1962 CANDIDATE (PC) 99.66%
1963 CANDIDATE (PC) 54.09%
1964 CANDIDATE (PC) 79.69%
1965 CANDIDATE (PC) 53.06%
1966 CONFIRMED (CP) 89.30%
1967 CONFIRMED (CP) 55.27%
1968 CANDIDATE (PC) 83.38%
1969 CONFIRMED (CP) 43.69%
1970 FALSE POSITIVE 99.11%
1971 CANDIDATE (PC) 91.44%
1972 CANDIDATE (PC) 51.80%
1973 FALSE POSITIVE 41.79%
1974 CANDIDATE (PC) 91.25%
1975 CANDIDATE (PC) 81.98%
1976 FALSE POSITIVE 79.01%
1977 CANDIDATE (PC) 80.81%
1978 CANDIDATE (PC) 76.36%
1979 CANDIDATE (PC) 78.22%
1980 CANDIDATE (PC) 78.33%
1981 CONFIRMED (CP) 99.19%
1982 FALSE POSITIVE 86.13%
1983 CANDIDATE (PC) 87.92%
1984 CANDIDATE (PC) 55.53%
1985 FALSE POSITIVE 99.78%
1986 CANDIDATE (PC) 47.28%
1987 FALSE POSITIVE 62.58%
1988 CONFIRMED (CP) 93.47%
1989 CONFIRMED (CP) 96.20%
1990 CANDIDATE (PC) 99.67%
1991 CONFIRMED (CP) 99.65%
1992 CANDIDATE (PC) 82.08%
1993 CONFIRMED (CP) 73.21%
1994 CONFIRMED (CP) 97.79%
1995 CANDIDATE (PC) 89.52%
1996 CONFIRMED (CP) 99.14%
1997 CONFIRMED (CP) 99.46%
1998 CONFIRMED (CP) 75.67%
1999 FALSE POSITIVE 92.84%
2000 CANDIDATE (PC) 85.85%
2001 CANDIDATE (PC) 99.86%
2002 CANDIDATE (PC) 84.54%
2003 FALSE POSITIVE 71.54%
2004 CANDIDATE (PC) 85.50%
2005 CANDIDATE (PC) 93.48%
2006 CANDIDATE (PC) 80.34%
2007 CANDIDATE (PC) 95.95%
2008 CONFIRMED (CP) 47.32%
2009 CANDIDATE (PC) 79.06%
2010 FALSE POSITIVE 44.50%
2011 CANDIDATE (PC) 93.40%
2012 CONFIRMED (CP) 62.57%
2013 CANDIDATE (PC) 94.44%
2014 CONFIRMED (CP) 99.10%
2015 FALSE POSITIVE 83.41%
2016 FALSE POSITIVE 66.67%
2017 FALSE POSITIVE 75.15%
2018 FALSE POSITIVE 56.50%
2019 CANDIDATE (PC) 56.17%
2020 CONFIRMED (CP) 98.58%
2021 CONFIRMED (CP) 63.94%
2022 CANDIDATE (PC) 51.74%
2023 CONFIRMED (CP) 94.69%
2024 CANDIDATE (PC) 53.60%
2025 FALSE POSITIVE 92.79%
2026 CANDIDATE (PC) 88.80%
2027 CANDIDATE (PC) 63.96%
2028 CONFIRMED (CP) 97.81%
2029 CONFIRMED (CP) 98.53%
2030 CONFIRMED (CP) 47.00%
2031 CANDIDATE (PC) 77.88%
2032 FALSE POSITIVE 63.91%
2033 FALSE POSITIVE 83.90%
2034 FALSE POSITIVE 65.14%
2035 CONFIRMED (CP) 97.71%
2036 CANDIDATE (PC) 62.45%
2037 FALSE POSITIVE 99.79%
2038 CONFIRMED (CP) 99.24%
2039 CONFIRMED (CP) 97.16%
2040 FALSE POSITIVE 99.50%
2041 FALSE POSITIVE 77.08%
2042 CANDIDATE (PC) 97.67%
2043 CANDIDATE (PC) 91.85%
2044 CANDIDATE (PC) 88.90%
2045 FALSE POSITIVE 46.02%
2046 CANDIDATE (PC) 43.80%
2047 CONFIRMED (CP) 38.21%
2048 CONFIRMED (CP) 76.64%
2049 CONFIRMED (CP) 98.67%
2050 CONFIRMED (CP) 98.16%
2051 FALSE POSITIVE 97.42%
2052 CONFIRMED (CP) 61.20%
2053 FALSE POSITIVE 99.21%
2054 FALSE POSITIVE 99.40%
2055 FALSE POSITIVE 95.01%
2056 CONFIRMED (CP) 62.61%
2057 FALSE POSITIVE 60.26%
2058 CANDIDATE (PC) 97.95%
2059 CONFIRMED (CP) 80.21%
2060 FALSE POSITIVE 99.88%
2061 FALSE POSITIVE 98.24%
2062 CANDIDATE (PC) 72.24%
2063 CANDIDATE (PC) 59.03%
2064 CONFIRMED (CP) 97.06%
2065 FALSE POSITIVE 44.01%
2066 CANDIDATE (PC) 77.13%
2067 FALSE POSITIVE 97.08%
2068 CANDIDATE (PC) 82.67%
2069 FALSE POSITIVE 82.95%
2070 CANDIDATE (PC) 91.79%
2071 CANDIDATE (PC) 68.00%
2072 CANDIDATE (PC) 87.96%
2073 FALSE POSITIVE 94.36%
2074 FALSE POSITIVE 51.41%
2075 CANDIDATE (PC) 85.24%
2076 CANDIDATE (PC) 93.56%
2077 CANDIDATE (PC) 88.43%
2078 CONFIRMED (CP) 93.45%
2079 CANDIDATE (PC) 93.41%
2080 CONFIRMED (CP) 97.42%
2081 CONFIRMED (CP) 65.35%
2082 FALSE POSITIVE 98.09%
2083 FALSE POSITIVE 94.33%
2084 CONFIRMED (CP) 39.04%
2085 CANDIDATE (PC) 90.26%
2086 CONFIRMED (CP) 49.31%
2087 FALSE POSITIVE 52.73%
2088 CONFIRMED (CP) 96.41%
2089 CANDIDATE (PC) 83.17%
2090 FALSE POSITIVE 88.60%
2091 CONFIRMED (CP) 54.71%
2092 FALSE POSITIVE 64.67%
2093 FALSE POSITIVE 99.88%
2094 FALSE POSITIVE 98.47%
2095 CANDIDATE (PC) 72.68%
2096 FALSE POSITIVE 99.08%
2097 CANDIDATE (PC) 41.50%
2098 FALSE POSITIVE 95.69%
2099 CONFIRMED (CP) 99.28%
2100 CONFIRMED (CP) 89.58%
2101 FALSE POSITIVE 65.47%
2102 FALSE POSITIVE 80.69%
2103 CONFIRMED (CP) 99.13%
2104 CONFIRMED (CP) 95.04%
2105 CONFIRMED (CP) 43.32%
2106 FALSE POSITIVE 99.60%
2107 CANDIDATE (PC) 99.79%
2108 FALSE POSITIVE 65.79%
2109 CONFIRMED (CP) 65.09%
2110 CONFIRMED (CP) 93.70%
2111 CANDIDATE (PC) 95.16%
2112 CANDIDATE (PC) 88.48%
2113 CANDIDATE (PC) 85.08%
2114 CANDIDATE (PC) 79.61%
2115 CANDIDATE (PC) 92.70%
2116 FALSE POSITIVE 63.02%
2117 FALSE POSITIVE 73.26%
2118 CONFIRMED (CP) 98.49%
2119 CONFIRMED (CP) 85.08%
2120 CONFIRMED (CP) 98.49%
2121 FALSE POSITIVE 72.47%
2122 CANDIDATE (PC) 94.44%
2123 CANDIDATE (PC) 71.44%
2124 CANDIDATE (PC) 80.92%
2125 CONFIRMED (CP) 99.48%
2126 CONFIRMED (CP) 79.60%
2127 CANDIDATE (PC) 99.21%
2128 FALSE POSITIVE 96.86%
2129 CONFIRMED (CP) 96.57%
2130 CONFIRMED (CP) 98.43%
2131 CANDIDATE (PC) 50.69%
2132 CONFIRMED (CP) 97.34%
2133 FALSE POSITIVE 99.81%
2134 CONFIRMED (CP) 95.22%
2135 FALSE POSITIVE 56.29%
2136 CONFIRMED (CP) 49.73%
2137 FALSE POSITIVE 59.29%
2138 FALSE POSITIVE 99.85%
2139 CONFIRMED (CP) 95.14%
2140 CONFIRMED (CP) 86.69%
2141 FALSE POSITIVE 89.19%
2142 CANDIDATE (PC) 99.58%
2143 CONFIRMED (CP) 99.44%
2144 CANDIDATE (PC) 84.31%
2145 FALSE POSITIVE 98.69%
2146 FALSE POSITIVE 98.65%
2147 CANDIDATE (PC) 95.25%
2148 FALSE POSITIVE 86.29%
2149 CONFIRMED (CP) 96.62%
2150 FALSE POSITIVE 99.61%
2151 FALSE POSITIVE 86.07%
2152 FALSE POSITIVE 99.10%
2153 FALSE POSITIVE 53.99%
2154 CANDIDATE (PC) 77.28%
2155 CANDIDATE (PC) 89.98%
2156 CONFIRMED (CP) 98.84%
