RESULTADOS DEL MODELO: NN Custom (complex_data)
======================================================================
Accuracy General: 0.7415

Matriz de Confusión:
1452 CONFIRMED (CP) 46.37%
1453 CANDIDATE (PC) 51.68%
1454 FALSE POSITIVE 56.02%
1455 FALSE POSITIVE 59.83%
1456 CONFIRMED (CP) 94.13%
1457 CANDIDATE (PC) 82.18%
1458 FALSE POSITIVE 50.22%
1459 CANDIDATE (PC) 52.15%
1460 FALSE POSITIVE 94.56%
1461 FALSE POSITIVE 96.11%
1462 FALSE POSITIVE 36.30%
1463 CONFIRMED (CP) 92.92%
1464 CONFIRMED (CP) 92.44%
1465 CANDIDATE (PC) 71.23%
1466 CONFIRMED (CP) 82.86%
1467 CANDIDATE (PC) 84.46%
1468 CONFIRMED (CP) 79.96%
1469 CANDIDATE (PC) 79.24%
1470 CANDIDATE (PC) 84.82%
1471 CONFIRMED (CP) 46.43%
1472 CONFIRMED (CP) 95.57%
1473 CANDIDATE (PC) 54.09%
1474 CANDIDATE (PC) 76.65%
1475 CONFIRMED (CP) 70.08%
1476 CONFIRMED (CP) 57.46%
1477 FALSE POSITIVE 78.74%
1478 CANDIDATE (PC) 79.26%
1479 CONFIRMED (CP) 49.64%
1480 CANDIDATE (PC) 88.10%
1481 FALSE POSITIVE 68.12%
1482 CANDIDATE (PC) 85.23%
1483 CONFIRMED (CP) 98.69%
1484 CONFIRMED (CP) 96.32%
1485 CANDIDATE (PC) 85.64%
1486 CONFIRMED (CP) 83.60%
1487 CONFIRMED (CP) 69.67%
1488 CONFIRMED (CP) 88.21%
1489 CANDIDATE (PC) 64.52%
1490 CANDIDATE (PC) 56.88%
1491 FALSE POSITIVE 41.47%
1492 CANDIDATE (PC) 44.07%
1493 FALSE POSITIVE 99.49%
1494 FALSE POSITIVE 99.12%
1495 FALSE POSITIVE 72.58%
1496 CANDIDATE (PC) 86.57%
1497 FALSE POSITIVE 51.61%
1498 CONFIRMED (CP) 69.98%
1499 CANDIDATE (PC) 79.45%
1500 CANDIDATE (PC) 69.98%
1501 CANDIDATE (PC) 58.24%
1502 CONFIRMED (CP) 95.40%
1503 CANDIDATE (PC) 88.99%
1504 CANDIDATE (PC) 76.67%
1505 CANDIDATE (PC) 57.51%
1506 CANDIDATE (PC) 82.81%
1507 CONFIRMED (CP) 48.23%
1508 CONFIRMED (CP) 95.88%
1509 FALSE POSITIVE 67.67%
1510 CANDIDATE (PC) 93.90%
1511 CANDIDATE (PC) 85.82%
1512 FALSE POSITIVE 60.65%
1513 CANDIDATE (PC) 80.60%
1514 CONFIRMED (CP) 91.89%
1515 CANDIDATE (PC) 63.93%
1516 CONFIRMED (CP) 45.52%
1517 CANDIDATE (PC) 93.60%
1518 CONFIRMED (CP) 98.62%
1519 FALSE POSITIVE 81.06%
1520 CANDIDATE (PC) 76.34%
1521 CONFIRMED (CP) 83.35%
1522 CANDIDATE (PC) 66.39%
1523 CONFIRMED (CP) 49.44%
1524 FALSE POSITIVE 39.79%
1525 FALSE POSITIVE 68.63%
1526 FALSE POSITIVE 51.51%
1527 CONFIRMED (CP) 96.58%
1528 CANDIDATE (PC) 91.16%
1529 CONFIRMED (CP) 98.91%
1530 FALSE POSITIVE 60.06%
1531 CONFIRMED (CP) 98.68%
1532 CANDIDATE (PC) 63.08%
1533 CANDIDATE (PC) 89.58%
1534 CANDIDATE (PC) 74.07%
1535 FALSE POSITIVE 99.99%
1536 CONFIRMED (CP) 85.27%
1537 FALSE POSITIVE 82.37%
1538 FALSE POSITIVE 55.34%
1539 CONFIRMED (CP) 95.78%
1540 CANDIDATE (PC) 55.74%
1541 CANDIDATE (PC) 81.70%
1542 CANDIDATE (PC) 87.10%
1543 CONFIRMED (CP) 92.19%
1544 FALSE POSITIVE 52.03%
1545 CONFIRMED (CP) 59.66%
1546 CONFIRMED (CP) 54.65%
1547 CANDIDATE (PC) 50.78%
1548 CONFIRMED (CP) 73.40%
1549 FALSE POSITIVE 49.69%
1550 CANDIDATE (PC) 40.16%
1551 CONFIRMED (CP) 51.81%
1552 CONFIRMED (CP) 91.74%
1553 CANDIDATE (PC) 85.77%
1554 FALSE POSITIVE 99.92%
1555 FALSE POSITIVE 52.74%
1556 CANDIDATE (PC) 80.53%
1557 FALSE POSITIVE 99.86%
1558 CANDIDATE (PC) 84.92%
1559 CONFIRMED (CP) 95.77%
1560 FALSE POSITIVE 50.84%
1561 CANDIDATE (PC) 57.61%
1562 FALSE POSITIVE 66.82%
1563 CANDIDATE (PC) 37.64%
1564 CANDIDATE (PC) 47.99%
1565 FALSE POSITIVE 54.77%
1566 CANDIDATE (PC) 50.03%
1567 CONFIRMED (CP) 85.25%
1568 CANDIDATE (PC) 81.29%
1569 FALSE POSITIVE 86.72%
1570 CONFIRMED (CP) 96.03%
1571 CONFIRMED (CP) 50.32%
1572 CANDIDATE (PC) 49.15%
1573 CANDIDATE (PC) 64.41%
1574 CANDIDATE (PC) 35.13%
1575 FALSE POSITIVE 87.20%
1576 CONFIRMED (CP) 96.31%
1577 CONFIRMED (CP) 59.48%
1578 CANDIDATE (PC) 49.29%
1579 FALSE POSITIVE 99.45%
1580 CANDIDATE (PC) 64.90%
1581 CANDIDATE (PC) 62.03%
1582 CANDIDATE (PC) 82.12%
1583 CONFIRMED (CP) 49.87%
1584 CANDIDATE (PC) 69.57%
1585 CONFIRMED (CP) 50.44%
1586 FALSE POSITIVE 69.46%
1587 FALSE POSITIVE 55.60%
1588 FALSE POSITIVE 69.91%
1589 CANDIDATE (PC) 46.63%
1590 FALSE POSITIVE 38.36%
1591 FALSE POSITIVE 78.84%
1592 FALSE POSITIVE 99.14%
1593 FALSE POSITIVE 91.35%
1594 CANDIDATE (PC) 67.19%
1595 FALSE POSITIVE 100.00%
1596 FALSE POSITIVE 99.98%
1597 CONFIRMED (CP) 92.64%
1598 CANDIDATE (PC) 74.27%
1599 CANDIDATE (PC) 83.82%
1600 CONFIRMED (CP) 51.04%
1601 FALSE POSITIVE 52.35%
1602 CANDIDATE (PC) 44.27%
1603 CANDIDATE (PC) 43.76%
1604 CONFIRMED (CP) 98.79%
1605 CONFIRMED (CP) 49.49%
1606 CONFIRMED (CP) 98.94%
1607 FALSE POSITIVE 99.87%
1608 CANDIDATE (PC) 87.86%
1609 CANDIDATE (PC) 63.58%
1610 FALSE POSITIVE 92.62%
1611 CANDIDATE (PC) 87.78%
1612 CANDIDATE (PC) 67.68%
1613 CANDIDATE (PC) 86.10%
1614 FALSE POSITIVE 91.78%
1615 CONFIRMED (CP) 99.21%
1616 FALSE POSITIVE 84.57%
1617 CANDIDATE (PC) 92.54%
1618 FALSE POSITIVE 68.70%
1619 FALSE POSITIVE 53.08%
1620 FALSE POSITIVE 51.98%
1621 FALSE POSITIVE 64.83%
1622 CANDIDATE (PC) 86.68%
1623 CONFIRMED (CP) 91.26%
1624 CANDIDATE (PC) 55.45%
1625 CONFIRMED (CP) 91.38%
1626 FALSE POSITIVE 81.73%
1627 FALSE POSITIVE 55.35%
1628 FALSE POSITIVE 55.69%
1629 CANDIDATE (PC) 86.36%
1630 CANDIDATE (PC) 80.53%
1631 CANDIDATE (PC) 59.16%
1632 CANDIDATE (PC) 56.31%
1633 FALSE POSITIVE 56.63%
1634 CANDIDATE (PC) 80.81%
1635 CANDIDATE (PC) 88.40%
1636 CONFIRMED (CP) 63.23%
1637 FALSE POSITIVE 56.07%
1638 FALSE POSITIVE 76.06%
1639 FALSE POSITIVE 52.04%
1640 CANDIDATE (PC) 78.83%
1641 FALSE POSITIVE 58.96%
1642 FALSE POSITIVE 42.86%
1643 FALSE POSITIVE 59.21%
1644 CANDIDATE (PC) 77.01%
1645 CANDIDATE (PC) 89.15%
1646 CANDIDATE (PC) 44.58%
1647 CONFIRMED (CP) 96.85%
1648 FALSE POSITIVE 57.30%
1649 CONFIRMED (CP) 96.82%
1650 CANDIDATE (PC) 53.59%
1651 CANDIDATE (PC) 86.00%
1652 CANDIDATE (PC) 90.11%
1653 CANDIDATE (PC) 89.94%
1654 CANDIDATE (PC) 66.18%
1655 CONFIRMED (CP) 46.42%
1656 CANDIDATE (PC) 60.62%
1657 CANDIDATE (PC) 53.03%
1658 FALSE POSITIVE 100.00%
1659 CONFIRMED (CP) 49.10%
1660 CANDIDATE (PC) 69.28%
1661 FALSE POSITIVE 84.41%
1662 FALSE POSITIVE 86.11%
1663 CANDIDATE (PC) 74.94%
1664 CANDIDATE (PC) 89.50%
1665 CONFIRMED (CP) 87.60%
1666 FALSE POSITIVE 83.86%
1667 FALSE POSITIVE 73.36%
1668 CANDIDATE (PC) 67.88%
1669 FALSE POSITIVE 57.00%
1670 CONFIRMED (CP) 49.58%
1671 CANDIDATE (PC) 73.97%
1672 CONFIRMED (CP) 49.17%
1673 FALSE POSITIVE 66.83%
1674 CANDIDATE (PC) 89.45%
1675 FALSE POSITIVE 51.33%
1676 CONFIRMED (CP) 44.02%
1677 CONFIRMED (CP) 41.16%
1678 FALSE POSITIVE 98.19%
1679 CANDIDATE (PC) 52.82%
1680 FALSE POSITIVE 88.45%
1681 CANDIDATE (PC) 50.90%
1682 CANDIDATE (PC) 77.97%
1683 CONFIRMED (CP) 95.72%
1684 CANDIDATE (PC) 78.00%
1685 CONFIRMED (CP) 44.64%
1686 FALSE POSITIVE 63.95%
1687 FALSE POSITIVE 60.81%
1688 CANDIDATE (PC) 51.24%
1689 FALSE POSITIVE 100.00%
1690 CANDIDATE (PC) 55.25%
1691 CANDIDATE (PC) 87.93%
1692 CONFIRMED (CP) 82.71%
1693 CONFIRMED (CP) 96.17%
1694 CANDIDATE (PC) 88.08%
1695 FALSE POSITIVE 81.73%
1696 CONFIRMED (CP) 45.66%
1697 CANDIDATE (PC) 85.66%
1698 CONFIRMED (CP) 98.71%
1699 FALSE POSITIVE 48.25%
1700 CONFIRMED (CP) 96.31%
1701 CONFIRMED (CP) 62.14%
1702 FALSE POSITIVE 85.49%
1703 CANDIDATE (PC) 82.88%
1704 CANDIDATE (PC) 81.37%
1705 CONFIRMED (CP) 48.48%
1706 FALSE POSITIVE 99.98%
1707 CANDIDATE (PC) 55.12%
1708 CANDIDATE (PC) 87.95%
1709 CANDIDATE (PC) 89.48%
1710 CANDIDATE (PC) 50.07%
1711 FALSE POSITIVE 89.26%
1712 CANDIDATE (PC) 84.93%
1713 FALSE POSITIVE 52.66%
1714 CANDIDATE (PC) 91.29%
1715 FALSE POSITIVE 62.18%
1716 CONFIRMED (CP) 44.36%
1717 FALSE POSITIVE 97.92%
1718 CANDIDATE (PC) 79.11%
1719 CONFIRMED (CP) 43.82%
1720 FALSE POSITIVE 73.56%
1721 CONFIRMED (CP) 57.81%
1722 CONFIRMED (CP) 95.60%
1723 FALSE POSITIVE 60.67%
1724 CONFIRMED (CP) 73.31%
1725 FALSE POSITIVE 47.59%
1726 FALSE POSITIVE 63.71%
1727 CANDIDATE (PC) 80.65%
1728 CANDIDATE (PC) 80.40%
1729 CONFIRMED (CP) 95.02%
1730 CANDIDATE (PC) 91.07%
1731 CONFIRMED (CP) 89.08%
1732 FALSE POSITIVE 36.08%
1733 CANDIDATE (PC) 75.70%
1734 CONFIRMED (CP) 46.25%
1735 CANDIDATE (PC) 46.49%
1736 CANDIDATE (PC) 55.11%
1737 CONFIRMED (CP) 50.22%
1738 FALSE POSITIVE 100.00%
1739 CONFIRMED (CP) 52.37%
1740 CANDIDATE (PC) 48.35%
1741 CANDIDATE (PC) 80.25%
1742 CONFIRMED (CP) 56.17%
1743 CANDIDATE (PC) 74.72%
1744 FALSE POSITIVE 96.97%
1745 CANDIDATE (PC) 36.24%
1746 FALSE POSITIVE 59.19%
1747 CANDIDATE (PC) 89.29%
1748 CONFIRMED (CP) 93.60%
1749 CANDIDATE (PC) 80.49%
1750 FALSE POSITIVE 94.71%
1751 CONFIRMED (CP) 83.29%
1752 CANDIDATE (PC) 91.89%
1753 CANDIDATE (PC) 81.43%
1754 CONFIRMED (CP) 95.23%
1755 FALSE POSITIVE 54.06%
1756 CANDIDATE (PC) 84.19%
1757 CANDIDATE (PC) 81.83%
1758 FALSE POSITIVE 83.56%
1759 FALSE POSITIVE 51.58%
1760 CONFIRMED (CP) 95.93%
1761 CANDIDATE (PC) 87.95%
1762 CONFIRMED (CP) 50.29%
1763 CANDIDATE (PC) 44.04%
1764 FALSE POSITIVE 62.31%
1765 CONFIRMED (CP) 92.29%
1766 CONFIRMED (CP) 96.38%
1767 CANDIDATE (PC) 52.67%
1768 FALSE POSITIVE 67.35%
1769 CONFIRMED (CP) 42.49%
1770 CANDIDATE (PC) 53.38%
1771 CANDIDATE (PC) 87.72%
1772 CONFIRMED (CP) 39.49%
1773 CONFIRMED (CP) 92.27%
1774 FALSE POSITIVE 64.75%
1775 CANDIDATE (PC) 81.39%
1776 FALSE POSITIVE 99.14%
1777 FALSE POSITIVE 96.18%
1778 CANDIDATE (PC) 90.99%
1779 FALSE POSITIVE 57.21%
1780 CONFIRMED (CP) 53.70%
1781 CANDIDATE (PC) 45.42%
1782 CANDIDATE (PC) 86.68%
1783 CONFIRMED (CP) 87.88%
1784 FALSE POSITIVE 81.58%
1785 CANDIDATE (PC) 87.10%
1786 CANDIDATE (PC) 75.23%
1787 FALSE POSITIVE 58.08%
1788 CANDIDATE (PC) 87.80%
1789 CANDIDATE (PC) 78.36%
1790 FALSE POSITIVE 75.96%
1791 CONFIRMED (CP) 97.50%
1792 CONFIRMED (CP) 98.39%
1793 CONFIRMED (CP) 98.89%
1794 FALSE POSITIVE 79.63%
1795 CONFIRMED (CP) 81.20%
1796 CANDIDATE (PC) 42.41%
1797 CONFIRMED (CP) 67.78%
1798 CANDIDATE (PC) 82.28%
1799 CONFIRMED (CP) 93.78%
1800 CANDIDATE (PC) 53.40%
1801 CANDIDATE (PC) 94.06%
1802 CANDIDATE (PC) 86.38%
1803 CONFIRMED (CP) 53.76%
1804 CONFIRMED (CP) 45.99%
1805 FALSE POSITIVE 54.65%
1806 FALSE POSITIVE 94.21%
1807 CANDIDATE (PC) 52.52%
1808 CANDIDATE (PC) 54.97%
1809 FALSE POSITIVE 66.00%
1810 CONFIRMED (CP) 45.09%
1811 FALSE POSITIVE 49.88%
1812 CONFIRMED (CP) 70.42%
1813 FALSE POSITIVE 69.19%
1814 CANDIDATE (PC) 80.16%
1815 FALSE POSITIVE 47.54%
1816 CANDIDATE (PC) 83.04%
1817 FALSE POSITIVE 98.75%
1818 FALSE POSITIVE 93.17%
1819 CANDIDATE (PC) 91.00%
1820 FALSE POSITIVE 69.88%
1821 FALSE POSITIVE 75.58%
1822 CANDIDATE (PC) 43.53%
1823 CONFIRMED (CP) 94.20%
1824 CONFIRMED (CP) 80.10%
1825 CANDIDATE (PC) 85.93%
1826 FALSE POSITIVE 78.80%
1827 CANDIDATE (PC) 73.70%
1828 CANDIDATE (PC) 57.97%
1829 FALSE POSITIVE 67.38%
1830 CANDIDATE (PC) 93.25%
1831 CANDIDATE (PC) 65.09%
1832 CANDIDATE (PC) 86.71%
1833 CONFIRMED (CP) 94.42%
1834 CANDIDATE (PC) 57.71%
1835 FALSE POSITIVE 62.11%
1836 CANDIDATE (PC) 72.26%
1837 CONFIRMED (CP) 93.18%
1838 FALSE POSITIVE 88.69%
1839 CANDIDATE (PC) 59.80%
1840 CONFIRMED (CP) 98.77%
1841 CANDIDATE (PC) 92.43%
1842 FALSE POSITIVE 76.84%
1843 FALSE POSITIVE 66.69%
1844 CANDIDATE (PC) 88.52%
1845 CONFIRMED (CP) 61.39%
1846 CONFIRMED (CP) 75.18%
1847 CANDIDATE (PC) 51.85%
1848 CANDIDATE (PC) 94.10%
1849 FALSE POSITIVE 91.50%
1850 CANDIDATE (PC) 86.66%
1851 CANDIDATE (PC) 89.33%
1852 CANDIDATE (PC) 89.77%
1853 CONFIRMED (CP) 97.93%
1854 CONFIRMED (CP) 92.63%
1855 CONFIRMED (CP) 34.72%
1856 CANDIDATE (PC) 59.29%
1857 CONFIRMED (CP) 92.48%
1858 CANDIDATE (PC) 67.76%
1859 CANDIDATE (PC) 88.12%
1860 CANDIDATE (PC) 77.70%
1861 CONFIRMED (CP) 99.09%
1862 FALSE POSITIVE 89.92%
1863 CANDIDATE (PC) 74.48%
1864 CANDIDATE (PC) 87.72%
1865 CONFIRMED (CP) 57.27%
1866 CANDIDATE (PC) 79.75%
1867 CANDIDATE (PC) 60.98%
1868 CONFIRMED (CP) 80.73%
1869 CANDIDATE (PC) 86.24%
1870 CANDIDATE (PC) 62.08%
1871 CANDIDATE (PC) 64.90%
1872 CANDIDATE (PC) 86.94%
1873 FALSE POSITIVE 63.51%
1874 CONFIRMED (CP) 95.10%
1875 CONFIRMED (CP) 94.20%
1876 FALSE POSITIVE 57.87%
1877 CANDIDATE (PC) 88.53%
1878 CONFIRMED (CP) 59.52%
1879 CONFIRMED (CP) 97.13%
1880 CANDIDATE (PC) 88.87%
1881 CANDIDATE (PC) 91.19%
1882 CANDIDATE (PC) 73.33%
1883 CANDIDATE (PC) 46.29%
1884 CANDIDATE (PC) 59.38%
1885 FALSE POSITIVE 100.00%
1886 CANDIDATE (PC) 53.19%
1887 CANDIDATE (PC) 53.86%
1888 FALSE POSITIVE 63.86%
1889 CANDIDATE (PC) 84.79%
1890 CANDIDATE (PC) 94.04%
1891 FALSE POSITIVE 54.94%
1892 CANDIDATE (PC) 86.83%
1893 FALSE POSITIVE 55.10%
1894 CANDIDATE (PC) 77.65%
1895 FALSE POSITIVE 75.50%
1896 CANDIDATE (PC) 71.06%
1897 FALSE POSITIVE 38.71%
1898 CANDIDATE (PC) 76.95%
1899 CANDIDATE (PC) 86.23%
1900 CANDIDATE (PC) 68.02%
1901 FALSE POSITIVE 75.57%
1902 CANDIDATE (PC) 81.44%
1903 CANDIDATE (PC) 77.19%
1904 CONFIRMED (CP) 66.49%
1905 CANDIDATE (PC) 74.86%
1906 CANDIDATE (PC) 82.13%
1907 CONFIRMED (CP) 95.11%
1908 CONFIRMED (CP) 95.46%
1909 CANDIDATE (PC) 82.44%
1910 CANDIDATE (PC) 63.31%
1911 FALSE POSITIVE 97.23%
1912 FALSE POSITIVE 100.00%
1913 CANDIDATE (PC) 71.59%
1914 CANDIDATE (PC) 84.29%
1915 CONFIRMED (CP) 73.59%
1916 CANDIDATE (PC) 43.33%
1917 FALSE POSITIVE 68.04%
1918 CANDIDATE (PC) 77.99%
1919 CANDIDATE (PC) 66.67%
1920 CANDIDATE (PC) 89.76%
1921 FALSE POSITIVE 57.40%
1922 CONFIRMED (CP) 46.86%
1923 CANDIDATE (PC) 62.94%
1924 CANDIDATE (PC) 85.45%
1925 CANDIDATE (PC) 84.31%
1926 CANDIDATE (PC) 79.97%
1927 CANDIDATE (PC) 51.61%
1928 CANDIDATE (PC) 89.08%
1929 CANDIDATE (PC) 78.41%
1930 FALSE POSITIVE 55.27%
1931 CONFIRMED (CP) 50.32%
1932 CONFIRMED (CP) 88.58%
1933 CANDIDATE (PC) 62.52%
1934 CANDIDATE (PC) 52.83%
1935 CONFIRMED (CP) 73.95%
1936 CANDIDATE (PC) 77.97%
1937 CONFIRMED (CP) 43.23%
1938 CANDIDATE (PC) 74.94%
1939 FALSE POSITIVE 89.48%
1940 CANDIDATE (PC) 88.42%
1941 FALSE POSITIVE 52.14%
1942 CANDIDATE (PC) 83.79%
1943 FALSE POSITIVE 51.02%
1944 CANDIDATE (PC) 51.14%
1945 FALSE POSITIVE 99.35%
1946 CANDIDATE (PC) 85.47%
1947 FALSE POSITIVE 80.12%
1948 CANDIDATE (PC) 88.51%
1949 CONFIRMED (CP) 83.98%
1950 CANDIDATE (PC) 74.27%
1951 CANDIDATE (PC) 69.35%
1952 CANDIDATE (PC) 84.77%
1953 FALSE POSITIVE 71.17%
1954 CANDIDATE (PC) 41.56%
1955 CANDIDATE (PC) 57.86%
1956 CONFIRMED (CP) 97.04%
1957 CANDIDATE (PC) 42.09%
1958 CONFIRMED (CP) 45.26%
1959 CANDIDATE (PC) 52.37%
1960 CANDIDATE (PC) 77.55%
1961 CANDIDATE (PC) 91.16%
1962 FALSE POSITIVE 99.61%
1963 FALSE POSITIVE 99.48%
1964 CANDIDATE (PC) 75.86%
1965 CANDIDATE (PC) 91.80%
1966 CANDIDATE (PC) 64.37%
1967 FALSE POSITIVE 92.14%
1968 FALSE POSITIVE 56.90%
1969 CANDIDATE (PC) 38.56%
1970 FALSE POSITIVE 73.38%
1971 CONFIRMED (CP) 38.86%
1972 CANDIDATE (PC) 82.51%
1973 CANDIDATE (PC) 53.02%
1974 CANDIDATE (PC) 84.39%
1975 CANDIDATE (PC) 71.88%
1976 CANDIDATE (PC) 77.16%
1977 CANDIDATE (PC) 80.52%
1978 CANDIDATE (PC) 78.56%
1979 CANDIDATE (PC) 88.71%
1980 CANDIDATE (PC) 59.99%
1981 CANDIDATE (PC) 53.07%
1982 CONFIRMED (CP) 44.28%
1983 CANDIDATE (PC) 64.07%
1984 CONFIRMED (CP) 96.80%
1985 FALSE POSITIVE 99.99%
1986 CONFIRMED (CP) 51.92%
1987 FALSE POSITIVE 63.53%
1988 CANDIDATE (PC) 86.65%
1989 CONFIRMED (CP) 95.53%
1990 CONFIRMED (CP) 95.44%
1991 CANDIDATE (PC) 87.30%
1992 FALSE POSITIVE 82.54%
1993 FALSE POSITIVE 51.02%
1994 CONFIRMED (CP) 46.88%
1995 CANDIDATE (PC) 84.82%
1996 CONFIRMED (CP) 50.11%
1997 FALSE POSITIVE 67.28%
1998 CONFIRMED (CP) 92.84%
1999 CANDIDATE (PC) 58.71%
2000 CONFIRMED (CP) 95.24%
2001 FALSE POSITIVE 51.59%
2002 CANDIDATE (PC) 75.24%
2003 CONFIRMED (CP) 48.04%
2004 CONFIRMED (CP) 55.75%
2005 FALSE POSITIVE 61.12%
2006 CONFIRMED (CP) 44.57%
2007 FALSE POSITIVE 80.17%
2008 CONFIRMED (CP) 91.54%
2009 CANDIDATE (PC) 89.48%
2010 CANDIDATE (PC) 55.78%
2011 CANDIDATE (PC) 79.65%
2012 CANDIDATE (PC) 44.52%
2013 FALSE POSITIVE 95.08%
2014 FALSE POSITIVE 55.54%
2015 CONFIRMED (CP) 99.97%
2016 CANDIDATE (PC) 92.79%
2017 CONFIRMED (CP) 75.24%
2018 CONFIRMED (CP) 94.61%
2019 CANDIDATE (PC) 52.16%
2020 CONFIRMED (CP) 96.58%
2021 FALSE POSITIVE 36.61%
2022 CONFIRMED (CP) 42.70%
2023 FALSE POSITIVE 57.93%
2024 CANDIDATE (PC) 85.88%
2025 CANDIDATE (PC) 72.37%
2026 CANDIDATE (PC) 89.02%
2027 CANDIDATE (PC) 92.37%
2028 FALSE POSITIVE 65.27%
2029 CANDIDATE (PC) 89.41%
2030 CANDIDATE (PC) 53.27%
2031 CONFIRMED (CP) 50.14%
2032 CONFIRMED (CP) 99.01%
2033 CONFIRMED (CP) 91.97%
2034 CANDIDATE (PC) 65.48%
2035 CANDIDATE (PC) 88.52%
2036 CANDIDATE (PC) 74.13%
2037 FALSE POSITIVE 100.00%
2038 FALSE POSITIVE 81.35%
2039 CONFIRMED (CP) 74.19%
2040 CONFIRMED (CP) 91.98%
2041 CANDIDATE (PC) 80.37%
2042 CANDIDATE (PC) 99.56%
2043 CANDIDATE (PC) 59.97%
2044 CANDIDATE (PC) 57.77%
2045 FALSE POSITIVE 85.37%
2046 CANDIDATE (PC) 77.51%
2047 FALSE POSITIVE 69.74%
2048 FALSE POSITIVE 52.26%
2049 CANDIDATE (PC) 77.85%
2050 FALSE POSITIVE 95.99%
2051 CANDIDATE (PC) 75.64%
2052 CONFIRMED (CP) 36.54%
2053 CANDIDATE (PC) 56.42%
2054 FALSE POSITIVE 65.78%
2055 CANDIDATE (PC) 88.37%
2056 CONFIRMED (CP) 48.70%
2057 FALSE POSITIVE 57.83%
2058 FALSE POSITIVE 69.50%
2059 CONFIRMED (CP) 98.33%
2060 FALSE POSITIVE 50.34%
2061 FALSE POSITIVE 34.28%
2062 CANDIDATE (PC) 47.60%
2063 CANDIDATE (PC) 81.72%
2064 FALSE POSITIVE 71.66%
2065 FALSE POSITIVE 45.53%
2066 FALSE POSITIVE 93.68%
2067 CANDIDATE (PC) 79.44%
2068 FALSE POSITIVE 97.33%
2069 CANDIDATE (PC) 79.16%
2070 CANDIDATE (PC) 76.21%
2071 FALSE POSITIVE 69.85%
2072 CANDIDATE (PC) 88.82%
2073 FALSE POSITIVE 100.00%
2074 FALSE POSITIVE 54.66%
2075 CANDIDATE (PC) 70.91%
2076 FALSE POSITIVE 64.27%
2077 CONFIRMED (CP) 78.35%
2078 CANDIDATE (PC) 58.72%
2079 FALSE POSITIVE 74.07%
2080 FALSE POSITIVE 83.78%
2081 FALSE POSITIVE 76.41%
2082 CONFIRMED (CP) 94.84%
2083 CANDIDATE (PC) 67.64%
2084 CONFIRMED (CP) 50.69%
2085 FALSE POSITIVE 99.98%
2086 CANDIDATE (PC) 68.30%
2087 CONFIRMED (CP) 45.40%
2088 CONFIRMED (CP) 55.83%
2089 FALSE POSITIVE 52.27%
2090 CONFIRMED (CP) 53.08%
2091 CANDIDATE (PC) 85.35%
2092 FALSE POSITIVE 65.41%
2093 CANDIDATE (PC) 86.71%
2094 FALSE POSITIVE 39.90%
2095 CANDIDATE (PC) 74.15%
2096 CONFIRMED (CP) 98.28%
2097 FALSE POSITIVE 52.44%
2098 CONFIRMED (CP) 46.31%
2099 FALSE POSITIVE 74.37%
2100 CANDIDATE (PC) 84.64%
2101 CONFIRMED (CP) 72.49%
2102 FALSE POSITIVE 34.03%
2103 CONFIRMED (CP) 95.87%
2104 CANDIDATE (PC) 77.16%
2105 FALSE POSITIVE 100.00%
2106 CANDIDATE (PC) 54.11%
2107 CONFIRMED (CP) 38.33%
2108 CANDIDATE (PC) 93.31%
2109 CANDIDATE (PC) 77.35%
2110 FALSE POSITIVE 93.23%
2111 CANDIDATE (PC) 90.88%
2112 FALSE POSITIVE 56.11%
2113 FALSE POSITIVE 74.32%
2114 FALSE POSITIVE 54.09%
2115 CONFIRMED (CP) 60.66%
2116 CANDIDATE (PC) 57.43%
2117 CONFIRMED (CP) 85.73%
2118 CONFIRMED (CP) 96.38%
2119 CANDIDATE (PC) 85.26%
2120 FALSE POSITIVE 57.90%
2121 CANDIDATE (PC) 79.14%
2122 CANDIDATE (PC) 55.94%
2123 CANDIDATE (PC) 79.31%
2124 CONFIRMED (CP) 43.33%
2125 CONFIRMED (CP) 69.02%
2126 CONFIRMED (CP) 98.11%
2127 FALSE POSITIVE 99.98%
2128 CANDIDATE (PC) 60.61%
2129 CONFIRMED (CP) 38.76%
2130 FALSE POSITIVE 55.55%
2131 FALSE POSITIVE 52.46%
2132 CANDIDATE (PC) 84.89%
2133 CANDIDATE (PC) 86.58%
2134 CONFIRMED (CP) 50.83%
2135 CONFIRMED (CP) 83.00%
2136 FALSE POSITIVE 98.81%
2137 CANDIDATE (PC) 38.52%
2138 CANDIDATE (PC) 44.48%
2139 CANDIDATE (PC) 50.99%
2140 CANDIDATE (PC) 93.50%
2141 CANDIDATE (PC) 83.44%
2142 CONFIRMED (CP) 97.46%
2143 CANDIDATE (PC) 50.41%
2144 CANDIDATE (PC) 45.87%
2145 CANDIDATE (PC) 83.16%
2146 FALSE POSITIVE 42.56%
2147 FALSE POSITIVE 60.67%
2148 CANDIDATE (PC) 94.02%
2149 FALSE POSITIVE 99.98%
2150 FALSE POSITIVE 49.93%
2151 CANDIDATE (PC) 77.09%
2152 CANDIDATE (PC) 81.94%
2153 CANDIDATE (PC) 81.80%
2154 CANDIDATE (PC) 51.39%
2155 FALSE POSITIVE 53.50%
2156 CONFIRMED (CP) 56.32%
2157 CONFIRMED (CP) 45.87%
2158 CANDIDATE (PC) 91.66%
