RESULTADOS DEL MODELO: XGBoost
1453 CANDIDATE (PC) 50.51%
1454 FALSE POSITIVE 66.35%
1455 CONFIRMED (CP) 43.88%
1456 CANDIDATE (PC) 47.56%
1457 CANDIDATE (PC) 38.62%
1458 FALSE POSITIVE 65.06%
1459 CONFIRMED (CP) 85.66%
1460 FALSE POSITIVE 96.68%
1461 FALSE POSITIVE 98.47%
1462 CONFIRMED (CP) 62.02%
1463 CANDIDATE (PC) 49.26%
1464 CONFIRMED (CP) 45.91%
1465 CONFIRMED (CP) 39.72%
1466 CONFIRMED (CP) 51.50%
1467 CANDIDATE (PC) 77.00%
1468 CONFIRMED (CP) 95.89%
1469 CANDIDATE (PC) 74.04%
1470 CANDIDATE (PC) 60.91%
1471 CANDIDATE (PC) 60.39%
1472 CANDIDATE (PC) 45.66%
1473 CANDIDATE (PC) 81.89%
1474 CANDIDATE (PC) 82.27%
1475 CONFIRMED (CP) 92.22%
1476 CONFIRMED (CP) 67.25%
1477 FALSE POSITIVE 57.34%
1478 CANDIDATE (PC) 72.67%
1479 CONFIRMED (CP) 58.39%
1480 CANDIDATE (PC) 49.54%
1481 FALSE POSITIVE 93.61%
1482 CANDIDATE (PC) 82.36%
1483 CONFIRMED (CP) 95.12%
1484 CONFIRMED (CP) 81.30%
1485 CANDIDATE (PC) 81.92%
1486 CONFIRMED (CP) 94.32%
1487 CONFIRMED (CP) 82.44%
1488 CONFIRMED (CP) 48.59%
1489 CANDIDATE (PC) 98.83%
1490 CONFIRMED (CP) 43.39%
1491 CANDIDATE (PC) 36.29%
1492 CANDIDATE (PC) 51.18%
1493 FALSE POSITIVE 93.61%
1494 FALSE POSITIVE 97.17%
1495 CANDIDATE (PC) 52.08%
1496 CANDIDATE (PC) 85.92%
1497 FALSE POSITIVE 61.28%
1498 CANDIDATE (PC) 50.22%
1499 CANDIDATE (PC) 57.42%
1500 CONFIRMED (CP) 61.55%
1501 FALSE POSITIVE 88.27%
1502 CONFIRMED (CP) 74.87%
1503 CANDIDATE (PC) 89.63%
1504 CANDIDATE (PC) 95.53%
1505 FALSE POSITIVE 69.47%
1506 CANDIDATE (PC) 56.80%
1507 CONFIRMED (CP) 85.42%
1508 CONFIRMED (CP) 70.19%
1509 FALSE POSITIVE 71.74%
1510 CANDIDATE (PC) 45.73%
1511 CANDIDATE (PC) 56.91%
1512 CANDIDATE (PC) 71.11%
1513 CANDIDATE (PC) 69.03%
1514 CANDIDATE (PC) 58.65%
1515 CANDIDATE (PC) 58.07%
1516 FALSE POSITIVE 57.46%
1517 CANDIDATE (PC) 85.66%
1518 CONFIRMED (CP) 96.78%
1519 FALSE POSITIVE 78.23%
1520 CANDIDATE (PC) 96.82%
1521 CONFIRMED (CP) 79.54%
1522 CANDIDATE (PC) 80.40%
1523 CONFIRMED (CP) 80.26%
1524 CANDIDATE (PC) 56.99%
1525 FALSE POSITIVE 72.95%
1526 FALSE POSITIVE 53.45%
1527 CANDIDATE (PC) 75.75%
1528 CANDIDATE (PC) 83.62%
1529 CONFIRMED (CP) 96.74%
1530 CANDIDATE (PC) 91.10%
1531 CONFIRMED (CP) 96.04%
1532 CANDIDATE (PC) 85.63%
1533 CONFIRMED (CP) 54.07%
1534 FALSE POSITIVE 55.84%
1535 FALSE POSITIVE 96.76%
1536 CONFIRMED (CP) 91.12%
1537 FALSE POSITIVE 93.42%
1538 FALSE POSITIVE 73.47%
1539 CONFIRMED (CP) 58.69%
1540 FALSE POSITIVE 72.65%
1541 CANDIDATE (PC) 75.78%
1542 CANDIDATE (PC) 80.25%
1543 CANDIDATE (PC) 48.01%
1544 FALSE POSITIVE 57.23%
1545 CANDIDATE (PC) 39.83%
1546 CONFIRMED (CP) 74.56%
1547 CONFIRMED (CP) 68.39%
1548 CONFIRMED (CP) 86.76%
1549 CONFIRMED (CP) 54.98%
1550 CONFIRMED (CP) 53.26%
1551 CONFIRMED (CP) 62.10%
1552 CONFIRMED (CP) 48.62%
1553 CANDIDATE (PC) 83.46%
1554 FALSE POSITIVE 95.50%
1555 CONFIRMED (CP) 37.83%
1556 CANDIDATE (PC) 97.94%
1557 FALSE POSITIVE 93.19%
1558 CANDIDATE (PC) 71.44%
1559 CANDIDATE (PC) 48.07%
1560 CANDIDATE (PC) 78.84%
1561 CONFIRMED (CP) 47.72%
1562 FALSE POSITIVE 97.11%
1563 CANDIDATE (PC) 52.44%
1564 CANDIDATE (PC) 46.27%
1565 FALSE POSITIVE 75.49%
1566 CONFIRMED (CP) 67.77%
1567 CANDIDATE (PC) 90.34%
1568 CANDIDATE (PC) 97.51%
1569 FALSE POSITIVE 79.30%
1570 CONFIRMED (CP) 77.98%
1571 CONFIRMED (CP) 77.93%
1572 FALSE POSITIVE 64.61%
1573 FALSE POSITIVE 45.82%
1574 CONFIRMED (CP) 49.44%
1575 FALSE POSITIVE 44.96%
1576 CONFIRMED (CP) 75.58%
1577 CONFIRMED (CP) 60.07%
1578 FALSE POSITIVE 56.17%
1579 FALSE POSITIVE 99.35%
1580 CANDIDATE (PC) 91.92%
1581 FALSE POSITIVE 98.64%
1582 CANDIDATE (PC) 74.39%
1583 CANDIDATE (PC) 50.55%
1584 CANDIDATE (PC) 84.24%
1585 CONFIRMED (CP) 67.47%
1586 FALSE POSITIVE 92.08%
1587 FALSE POSITIVE 61.28%
1588 FALSE POSITIVE 68.28%
1589 CANDIDATE (PC) 66.80%
1590 FALSE POSITIVE 63.35%
1591 CANDIDATE (PC) 44.12%
1592 FALSE POSITIVE 99.10%
1593 FALSE POSITIVE 98.79%
1594 FALSE POSITIVE 54.05%
1595 FALSE POSITIVE 81.95%
1596 FALSE POSITIVE 97.69%
1597 CANDIDATE (PC) 49.83%
1598 CANDIDATE (PC) 54.75%
1599 CANDIDATE (PC) 87.02%
1600 CONFIRMED (CP) 65.00%
1601 FALSE POSITIVE 54.21%
1602 CONFIRMED (CP) 66.08%
1603 CANDIDATE (PC) 64.63%
1604 CONFIRMED (CP) 95.84%
1605 CANDIDATE (PC) 84.23%
1606 CONFIRMED (CP) 81.01%
1607 FALSE POSITIVE 99.16%
1608 CONFIRMED (CP) 45.10%
1609 CANDIDATE (PC) 51.22%
1610 FALSE POSITIVE 97.08%
1611 CANDIDATE (PC) 72.08%
1612 CANDIDATE (PC) 66.10%
1613 CANDIDATE (PC) 87.12%
1614 FALSE POSITIVE 97.87%
1615 CONFIRMED (CP) 97.52%
1616 FALSE POSITIVE 97.90%
1617 CANDIDATE (PC) 83.99%
1618 FALSE POSITIVE 68.79%
1619 CANDIDATE (PC) 69.56%
1620 FALSE POSITIVE 62.30%
1621 FALSE POSITIVE 69.72%
1622 CANDIDATE (PC) 71.17%
1623 CONFIRMED (CP) 97.74%
1624 CANDIDATE (PC) 87.19%
1625 CANDIDATE (PC) 43.67%
1626 FALSE POSITIVE 89.12%
1627 FALSE POSITIVE 58.34%
1628 CONFIRMED (CP) 67.30%
1629 CANDIDATE (PC) 78.08%
1630 CANDIDATE (PC) 82.53%
1631 FALSE POSITIVE 57.33%
1632 FALSE POSITIVE 85.32%
1633 FALSE POSITIVE 71.03%
1634 CANDIDATE (PC) 83.29%
1635 CANDIDATE (PC) 99.18%
1636 CONFIRMED (CP) 90.28%
1637 CANDIDATE (PC) 87.92%
1638 FALSE POSITIVE 93.61%
1639 CONFIRMED (CP) 42.87%
1640 CANDIDATE (PC) 82.83%
1641 FALSE POSITIVE 84.09%
1642 FALSE POSITIVE 71.31%
1643 FALSE POSITIVE 51.28%
1644 CANDIDATE (PC) 71.59%
1645 FALSE POSITIVE 48.97%
1646 CONFIRMED (CP) 47.88%
1647 CANDIDATE (PC) 62.97%
1648 CANDIDATE (PC) 51.33%
1649 CONFIRMED (CP) 52.36%
1650 CANDIDATE (PC) 92.69%
1651 CANDIDATE (PC) 87.78%
1652 CANDIDATE (PC) 76.94%
1653 CANDIDATE (PC) 96.86%
1654 FALSE POSITIVE 63.28%
1655 CONFIRMED (CP) 70.36%
1656 CANDIDATE (PC) 72.79%
1657 FALSE POSITIVE 98.50%
1658 FALSE POSITIVE 99.51%
1659 CANDIDATE (PC) 42.07%
1660 CANDIDATE (PC) 87.70%
1661 FALSE POSITIVE 94.77%
1662 FALSE POSITIVE 97.87%
1663 FALSE POSITIVE 73.25%
1664 CANDIDATE (PC) 72.36%
1665 CONFIRMED (CP) 91.96%
1666 CANDIDATE (PC) 52.87%
1667 FALSE POSITIVE 97.69%
1668 CANDIDATE (PC) 80.80%
1669 FALSE POSITIVE 58.49%
1670 CONFIRMED (CP) 65.62%
1671 CANDIDATE (PC) 79.24%
1672 CONFIRMED (CP) 72.42%
1673 CANDIDATE (PC) 58.05%
1674 CANDIDATE (PC) 58.05%
1675 FALSE POSITIVE 88.07%
1676 FALSE POSITIVE 55.01%
1677 CONFIRMED (CP) 74.57%
1678 FALSE POSITIVE 98.87%
1679 CONFIRMED (CP) 53.62%
1680 FALSE POSITIVE 94.22%
1681 FALSE POSITIVE 49.49%
1682 CANDIDATE (PC) 79.07%
1683 CONFIRMED (CP) 53.18%
1684 CANDIDATE (PC) 83.59%
1685 CONFIRMED (CP) 58.36%
1686 FALSE POSITIVE 96.04%
1687 FALSE POSITIVE 53.63%
1688 CONFIRMED (CP) 68.49%
1689 FALSE POSITIVE 98.89%
1690 CANDIDATE (PC) 71.07%
1691 CONFIRMED (CP) 50.14%
1692 CONFIRMED (CP) 50.14%
1693 CONFIRMED (CP) 50.55%
1694 CANDIDATE (PC) 98.51%
1695 FALSE POSITIVE 86.60%
1696 CONFIRMED (CP) 83.22%
1697 CANDIDATE (PC) 86.01%
1698 CONFIRMED (CP) 86.16%
1699 CANDIDATE (PC) 58.05%
1700 CONFIRMED (CP) 48.61%
1701 CONFIRMED (CP) 94.41%
1702 FALSE POSITIVE 93.76%
1703 CANDIDATE (PC) 97.66%
1704 CANDIDATE (PC) 84.30%
1705 CANDIDATE (PC) 61.13%
1706 FALSE POSITIVE 98.74%
1707 CANDIDATE (PC) 44.46%
1708 CANDIDATE (PC) 87.19%
1709 CANDIDATE (PC) 51.72%
1710 CANDIDATE (PC) 73.23%
1711 FALSE POSITIVE 99.06%
1712 CANDIDATE (PC) 80.11%
1713 FALSE POSITIVE 57.42%
1714 CANDIDATE (PC) 86.76%
1715 CANDIDATE (PC) 87.61%
1716 CONFIRMED (CP) 40.86%
1717 FALSE POSITIVE 99.08%
1718 CANDIDATE (PC) 71.27%
1719 FALSE POSITIVE 75.66%
1720 FALSE POSITIVE 65.88%
1721 CONFIRMED (CP) 92.33%
1722 CONFIRMED (CP) 84.41%
1723 FALSE POSITIVE 62.05%
1724 CONFIRMED (CP) 70.76%
1725 FALSE POSITIVE 51.68%
1726 CANDIDATE (PC) 47.88%
1727 CANDIDATE (PC) 60.54%
1728 CONFIRMED (CP) 61.14%
1729 CONFIRMED (CP) 77.20%
1730 CANDIDATE (PC) 96.15%
1731 CONFIRMED (CP) 95.60%
1732 FALSE POSITIVE 48.32%
1733 CANDIDATE (PC) 52.60%
1734 CANDIDATE (PC) 43.12%
1735 CONFIRMED (CP) 44.23%
1736 FALSE POSITIVE 47.86%
1737 CONFIRMED (CP) 69.85%
1738 FALSE POSITIVE 98.71%
1739 CANDIDATE (PC) 49.27%
1740 CANDIDATE (PC) 40.45%
1741 CANDIDATE (PC) 57.09%
1742 CONFIRMED (CP) 53.51%
1743 CANDIDATE (PC) 73.13%
1744 FALSE POSITIVE 98.32%
1745 CONFIRMED (CP) 59.71%
1746 FALSE POSITIVE 71.35%
1747 CANDIDATE (PC) 66.27%
1748 CANDIDATE (PC) 45.95%
1749 CANDIDATE (PC) 54.61%
1750 FALSE POSITIVE 96.23%
1751 CONFIRMED (CP) 80.28%
1752 CANDIDATE (PC) 67.63%
1753 CANDIDATE (PC) 80.42%
1754 CONFIRMED (CP) 74.48%
1755 CANDIDATE (PC) 45.49%
1756 CANDIDATE (PC) 96.21%
1757 CANDIDATE (PC) 78.74%
1758 FALSE POSITIVE 98.60%
1759 CANDIDATE (PC) 62.56%
1760 CANDIDATE (PC) 56.80%
1761 CANDIDATE (PC) 87.11%
1762 CONFIRMED (CP) 92.18%
1763 CANDIDATE (PC) 62.27%
1764 FALSE POSITIVE 65.14%
1765 CONFIRMED (CP) 51.83%
1766 CANDIDATE (PC) 56.43%
1767 CANDIDATE (PC) 47.08%
1768 CANDIDATE (PC) 58.16%
1769 CANDIDATE (PC) 43.54%
1770 CANDIDATE (PC) 83.92%
1771 CANDIDATE (PC) 72.40%
1772 CANDIDATE (PC) 43.32%
1773 CONFIRMED (CP) 53.51%
1774 FALSE POSITIVE 85.91%
1775 CANDIDATE (PC) 80.72%
1776 FALSE POSITIVE 97.71%
1777 FALSE POSITIVE 99.03%
1778 CANDIDATE (PC) 82.15%
1779 FALSE POSITIVE 94.89%
1780 CANDIDATE (PC) 70.02%
1781 CONFIRMED (CP) 69.00%
1782 CANDIDATE (PC) 85.40%
1783 CONFIRMED (CP) 97.13%
1784 FALSE POSITIVE 63.67%
1785 CANDIDATE (PC) 45.73%
1786 CANDIDATE (PC) 72.54%
1787 FALSE POSITIVE 50.31%
1788 CANDIDATE (PC) 87.74%
1789 CANDIDATE (PC) 91.10%
1790 FALSE POSITIVE 86.96%
1791 CONFIRMED (CP) 88.69%
1792 CONFIRMED (CP) 95.92%
1793 CONFIRMED (CP) 60.01%
1794 FALSE POSITIVE 89.74%
1795 CONFIRMED (CP) 99.18%
1796 CANDIDATE (PC) 46.18%
1797 CONFIRMED (CP) 90.84%
1798 CANDIDATE (PC) 83.71%
1799 CONFIRMED (CP) 87.76%
1800 CONFIRMED (CP) 69.02%
1801 CANDIDATE (PC) 73.39%
1802 CANDIDATE (PC) 80.66%
1803 CONFIRMED (CP) 84.84%
1804 CANDIDATE (PC) 41.30%
1805 FALSE POSITIVE 71.47%
1806 FALSE POSITIVE 99.38%
1807 CANDIDATE (PC) 51.64%
1808 FALSE POSITIVE 66.42%
1809 FALSE POSITIVE 51.19%
1810 CONFIRMED (CP) 67.55%
1811 CONFIRMED (CP) 55.83%
1812 CONFIRMED (CP) 95.98%
1813 FALSE POSITIVE 72.08%
1814 CANDIDATE (PC) 56.61%
1815 CONFIRMED (CP) 56.99%
1816 CANDIDATE (PC) 84.08%
1817 FALSE POSITIVE 99.12%
1818 FALSE POSITIVE 98.16%
1819 CANDIDATE (PC) 84.45%
1820 CANDIDATE (PC) 52.50%
1821 CANDIDATE (PC) 53.17%
1822 CONFIRMED (CP) 83.00%
1823 CONFIRMED (CP) 83.63%
1824 CONFIRMED (CP) 86.41%
1825 CANDIDATE (PC) 87.02%
1826 FALSE POSITIVE 98.38%
1827 CANDIDATE (PC) 61.15%
1828 CONFIRMED (CP) 75.77%
1829 FALSE POSITIVE 98.79%
1830 CONFIRMED (CP) 44.08%
1831 CANDIDATE (PC) 96.01%
1832 CANDIDATE (PC) 83.78%
1833 CONFIRMED (CP) 79.66%
1834 CONFIRMED (CP) 75.55%
1835 FALSE POSITIVE 46.79%
1836 CANDIDATE (PC) 65.56%
1837 FALSE POSITIVE 41.06%
1838 FALSE POSITIVE 95.52%
1839 CANDIDATE (PC) 61.08%
1840 CONFIRMED (CP) 82.97%
1841 CANDIDATE (PC) 89.67%
1842 FALSE POSITIVE 48.80%
1843 FALSE POSITIVE 87.02%
1844 CANDIDATE (PC) 81.97%
1845 CONFIRMED (CP) 89.23%
1846 CONFIRMED (CP) 65.00%
1847 FALSE POSITIVE 70.32%
1848 CANDIDATE (PC) 40.92%
1849 FALSE POSITIVE 98.66%
1850 CANDIDATE (PC) 86.06%
1851 CANDIDATE (PC) 86.12%
1852 CANDIDATE (PC) 93.88%
1853 CONFIRMED (CP) 88.63%
1854 CANDIDATE (PC) 43.42%
1855 CANDIDATE (PC) 55.41%
1856 FALSE POSITIVE 50.91%
1857 CONFIRMED (CP) 59.10%
1858 CANDIDATE (PC) 54.52%
1859 CANDIDATE (PC) 84.02%
1860 CANDIDATE (PC) 65.87%
1861 CONFIRMED (CP) 96.87%
1862 FALSE POSITIVE 98.96%
1863 FALSE POSITIVE 85.98%
1864 CANDIDATE (PC) 86.01%
1865 CONFIRMED (CP) 85.04%
1866 CANDIDATE (PC) 95.90%
1867 CONFIRMED (CP) 81.06%
1868 CONFIRMED (CP) 88.48%
1869 CANDIDATE (PC) 76.70%
1870 CANDIDATE (PC) 63.32%
1871 CANDIDATE (PC) 67.33%
1872 CANDIDATE (PC) 80.71%
1873 CONFIRMED (CP) 62.21%
1874 CONFIRMED (CP) 48.67%
1875 CONFIRMED (CP) 83.29%
1876 FALSE POSITIVE 97.08%
1877 CANDIDATE (PC) 73.32%
1878 CONFIRMED (CP) 82.83%
1879 CANDIDATE (PC) 50.66%
1880 CANDIDATE (PC) 98.84%
1881 CANDIDATE (PC) 83.88%
1882 CANDIDATE (PC) 79.88%
1883 CONFIRMED (CP) 79.51%
1884 CANDIDATE (PC) 53.05%
1885 FALSE POSITIVE 99.39%
1886 FALSE POSITIVE 59.19%
1887 FALSE POSITIVE 70.47%
1888 CANDIDATE (PC) 75.93%
1889 CANDIDATE (PC) 72.65%
1890 CANDIDATE (PC) 87.07%
1891 CANDIDATE (PC) 57.23%
1892 CANDIDATE (PC) 99.12%
1893 CANDIDATE (PC) 61.32%
1894 CANDIDATE (PC) 88.33%
1895 FALSE POSITIVE 79.03%
1896 CANDIDATE (PC) 74.39%
1897 CONFIRMED (CP) 75.27%
1898 CANDIDATE (PC) 80.96%
1899 CANDIDATE (PC) 85.52%
1900 CANDIDATE (PC) 67.60%
1901 FALSE POSITIVE 71.46%
1902 CANDIDATE (PC) 77.02%
1903 CANDIDATE (PC) 88.83%
1904 CONFIRMED (CP) 59.53%
1905 CANDIDATE (PC) 95.24%
1906 CANDIDATE (PC) 89.62%
1907 CANDIDATE (PC) 53.77%
1908 CANDIDATE (PC) 49.86%
1909 CANDIDATE (PC) 79.54%
1910 CONFIRMED (CP) 56.67%
1911 FALSE POSITIVE 98.75%
1912 FALSE POSITIVE 98.76%
1913 CANDIDATE (PC) 56.43%
1914 CANDIDATE (PC) 81.17%
1915 CONFIRMED (CP) 49.30%
1916 FALSE POSITIVE 63.99%
1917 FALSE POSITIVE 78.88%
1918 FALSE POSITIVE 84.91%
1919 CANDIDATE (PC) 61.54%
1920 CANDIDATE (PC) 75.44%
1921 FALSE POSITIVE 95.37%
1922 CONFIRMED (CP) 61.20%
1923 CANDIDATE (PC) 50.23%
1924 CANDIDATE (PC) 84.41%
1925 CANDIDATE (PC) 87.20%
1926 CANDIDATE (PC) 89.87%
1927 CANDIDATE (PC) 45.43%
1928 CONFIRMED (CP) 50.24%
1929 CANDIDATE (PC) 60.37%
1930 FALSE POSITIVE 45.90%
1931 CONFIRMED (CP) 62.29%
1932 CONFIRMED (CP) 70.25%
1933 CANDIDATE (PC) 49.55%
1934 CANDIDATE (PC) 57.09%
1935 CONFIRMED (CP) 55.82%
1936 FALSE POSITIVE 55.84%
1937 CONFIRMED (CP) 61.27%
1938 FALSE POSITIVE 73.25%
1939 FALSE POSITIVE 69.12%
1940 CANDIDATE (PC) 83.48%
1941 FALSE POSITIVE 72.53%
1942 CANDIDATE (PC) 69.94%
1943 CANDIDATE (PC) 57.25%
1944 CANDIDATE (PC) 43.21%
1945 FALSE POSITIVE 97.74%
1946 CANDIDATE (PC) 87.92%
1947 FALSE POSITIVE 91.73%
1948 CANDIDATE (PC) 87.94%
1949 CONFIRMED (CP) 88.55%
1950 CANDIDATE (PC) 66.86%
1951 CANDIDATE (PC) 92.79%
1952 CANDIDATE (PC) 82.42%
1953 CANDIDATE (PC) 70.91%
1954 CONFIRMED (CP) 70.80%
1955 CANDIDATE (PC) 48.17%
1956 CONFIRMED (CP) 80.44%
1957 CONFIRMED (CP) 60.13%
1958 CANDIDATE (PC) 66.56%
1959 FALSE POSITIVE 56.87%
1960 FALSE POSITIVE 84.57%
1961 CANDIDATE (PC) 84.11%
1962 FALSE POSITIVE 95.81%
1963 FALSE POSITIVE 95.05%
1964 CANDIDATE (PC) 48.00%
1965 CANDIDATE (PC) 57.93%
1966 FALSE POSITIVE 57.79%
1967 FALSE POSITIVE 92.90%
1968 CANDIDATE (PC) 68.10%
1969 CONFIRMED (CP) 90.52%
1970 FALSE POSITIVE 57.71%
1971 FALSE POSITIVE 56.10%
1972 CANDIDATE (PC) 69.03%
1973 CANDIDATE (PC) 54.52%
1974 CANDIDATE (PC) 97.83%
1975 FALSE POSITIVE 85.28%
1976 CANDIDATE (PC) 55.65%
1977 CANDIDATE (PC) 84.40%
1978 CANDIDATE (PC) 83.96%
1979 CANDIDATE (PC) 59.46%
1980 FALSE POSITIVE 62.67%
1981 CANDIDATE (PC) 49.95%
1982 CONFIRMED (CP) 88.66%
1983 CANDIDATE (PC) 52.62%
1984 CANDIDATE (PC) 75.47%
1985 FALSE POSITIVE 97.73%
1986 FALSE POSITIVE 56.03%
1987 CANDIDATE (PC) 81.42%
1988 CANDIDATE (PC) 91.24%
1989 CONFIRMED (CP) 86.30%
1990 CANDIDATE (PC) 55.87%
1991 CANDIDATE (PC) 98.67%
1992 CONFIRMED (CP) 49.59%
1993 CANDIDATE (PC) 83.32%
1994 CANDIDATE (PC) 58.40%
1995 CANDIDATE (PC) 70.92%
1996 CONFIRMED (CP) 46.93%
1997 FALSE POSITIVE 59.34%
1998 CANDIDATE (PC) 55.85%
1999 FALSE POSITIVE 50.41%
2000 CANDIDATE (PC) 84.54%
2001 FALSE POSITIVE 76.53%
2002 CANDIDATE (PC) 77.82%
2003 CONFIRMED (CP) 51.91%
2004 CANDIDATE (PC) 41.13%
2005 FALSE POSITIVE 65.90%
2006 CANDIDATE (PC) 64.43%
2007 FALSE POSITIVE 96.39%
2008 CONFIRMED (CP) 77.60%
2009 CANDIDATE (PC) 98.77%
2010 CONFIRMED (CP) 68.44%
2011 CANDIDATE (PC) 85.69%
2012 CONFIRMED (CP) 75.98%
2013 CONFIRMED (CP) 49.32%
2014 CANDIDATE (PC) 48.96%
2015 CONFIRMED (CP) 98.74%
2016 CANDIDATE (PC) 79.70%
2017 CONFIRMED (CP) 90.94%
2018 CANDIDATE (PC) 42.28%
2019 CANDIDATE (PC) 60.33%
2020 CANDIDATE (PC) 50.75%
2021 FALSE POSITIVE 69.34%
2022 FALSE POSITIVE 46.28%
2023 CANDIDATE (PC) 61.10%
2024 CANDIDATE (PC) 75.68%
2025 CANDIDATE (PC) 96.68%
2026 FALSE POSITIVE 53.54%
2027 CANDIDATE (PC) 82.78%
2028 CONFIRMED (CP) 46.10%
2029 CANDIDATE (PC) 80.77%
2030 CANDIDATE (PC) 88.60%
2031 CONFIRMED (CP) 77.89%
2032 CONFIRMED (CP) 71.54%
2033 CONFIRMED (CP) 50.12%
2034 CANDIDATE (PC) 83.29%
2035 CANDIDATE (PC) 69.88%
2036 CANDIDATE (PC) 85.79%
2037 FALSE POSITIVE 98.41%
2038 FALSE POSITIVE 98.26%
2039 CONFIRMED (CP) 84.45%
2040 CONFIRMED (CP) 95.16%
2041 FALSE POSITIVE 69.88%
2042 CANDIDATE (PC) 84.84%
2043 CANDIDATE (PC) 88.20%
2044 CANDIDATE (PC) 50.81%
2045 FALSE POSITIVE 97.09%
2046 CANDIDATE (PC) 85.35%
2047 FALSE POSITIVE 89.81%
2048 CANDIDATE (PC) 87.66%
2049 CANDIDATE (PC) 56.16%
2050 FALSE POSITIVE 93.75%
2051 CANDIDATE (PC) 66.17%
2052 CONFIRMED (CP) 57.65%
2053 FALSE POSITIVE 96.83%
2054 CANDIDATE (PC) 50.38%
2055 CANDIDATE (PC) 99.18%
2056 CANDIDATE (PC) 44.02%
2057 CANDIDATE (PC) 45.29%
2058 FALSE POSITIVE 47.45%
2059 CONFIRMED (CP) 84.18%
2060 CANDIDATE (PC) 70.92%
2061 CONFIRMED (CP) 38.44%
2062 CONFIRMED (CP) 72.75%
2063 CANDIDATE (PC) 83.29%
2064 FALSE POSITIVE 56.95%
2065 FALSE POSITIVE 40.63%
2066 FALSE POSITIVE 87.47%
2067 CANDIDATE (PC) 86.99%
2068 FALSE POSITIVE 98.73%
2069 CANDIDATE (PC) 80.41%
2070 FALSE POSITIVE 83.86%
2071 CANDIDATE (PC) 42.40%
2072 CANDIDATE (PC) 73.60%
2073 FALSE POSITIVE 98.28%
2074 FALSE POSITIVE 50.73%
2075 CANDIDATE (PC) 78.95%
2076 CANDIDATE (PC) 76.88%
2077 CONFIRMED (CP) 52.82%
2078 CANDIDATE (PC) 79.73%
2079 CONFIRMED (CP) 42.76%
2080 FALSE POSITIVE 66.50%
2081 CONFIRMED (CP) 48.61%
2082 CANDIDATE (PC) 84.24%
2083 CANDIDATE (PC) 86.65%
2084 CONFIRMED (CP) 52.48%
2085 FALSE POSITIVE 99.02%
2086 CONFIRMED (CP) 56.77%
2087 CANDIDATE (PC) 50.37%
2088 CONFIRMED (CP) 63.82%
2089 CONFIRMED (CP) 56.23%
2090 CANDIDATE (PC) 50.88%
2091 CANDIDATE (PC) 81.95%
2092 CONFIRMED (CP) 50.66%
2093 CANDIDATE (PC) 98.99%
2094 CONFIRMED (CP) 78.44%
2095 CANDIDATE (PC) 79.16%
2096 CANDIDATE (PC) 76.59%
2097 CONFIRMED (CP) 49.18%
2098 CONFIRMED (CP) 43.67%
2099 FALSE POSITIVE 65.88%
2100 CANDIDATE (PC) 61.08%
2101 CONFIRMED (CP) 69.59%
2102 CONFIRMED (CP) 72.63%
2103 CANDIDATE (PC) 47.70%
2104 CANDIDATE (PC) 85.32%
2105 FALSE POSITIVE 99.30%
2106 CANDIDATE (PC) 87.52%
2107 CANDIDATE (PC) 59.66%
2108 CANDIDATE (PC) 99.60%
2109 CANDIDATE (PC) 65.60%
2110 FALSE POSITIVE 98.03%
2111 CANDIDATE (PC) 99.16%
2112 FALSE POSITIVE 67.85%
2113 FALSE POSITIVE 98.26%
2114 FALSE POSITIVE 65.90%
2115 CONFIRMED (CP) 76.06%
2116 CANDIDATE (PC) 80.89%
2117 CONFIRMED (CP) 65.34%
2118 CONFIRMED (CP) 46.06%
2119 CANDIDATE (PC) 70.47%
2120 CANDIDATE (PC) 47.56%
2121 CANDIDATE (PC) 81.42%
2122 CANDIDATE (PC) 53.42%
2123 CANDIDATE (PC) 88.11%
2124 FALSE POSITIVE 76.19%
2125 CONFIRMED (CP) 89.31%
2126 CANDIDATE (PC) 62.29%
2127 FALSE POSITIVE 99.02%
2128 CANDIDATE (PC) 55.57%
2129 CANDIDATE (PC) 48.69%
2130 CANDIDATE (PC) 49.92%
2131 FALSE POSITIVE 65.91%
2132 CANDIDATE (PC) 77.91%
2133 CANDIDATE (PC) 89.90%
2134 CANDIDATE (PC) 72.22%
2135 CONFIRMED (CP) 96.86%
2136 FALSE POSITIVE 98.85%
2137 CONFIRMED (CP) 81.58%
2138 CANDIDATE (PC) 56.94%
2139 CANDIDATE (PC) 47.65%
2140 CANDIDATE (PC) 87.03%
2141 CANDIDATE (PC) 84.30%
2142 CONFIRMED (CP) 50.30%
2143 CANDIDATE (PC) 80.47%
2144 CANDIDATE (PC) 58.04%
2145 CANDIDATE (PC) 96.90%
2146 CONFIRMED (CP) 65.25%
2147 FALSE POSITIVE 98.50%
2148 CANDIDATE (PC) 84.02%
2149 FALSE POSITIVE 98.56%
2150 FALSE POSITIVE 54.01%
2151 CONFIRMED (CP) 74.07%
2152 CANDIDATE (PC) 87.19%
2153 CANDIDATE (PC) 86.16%
2154 CANDIDATE (PC) 88.97%
2155 CANDIDATE (PC) 95.70%
2156 CONFIRMED (CP) 79.87%
2157 CONFIRMED (CP) 86.46%
2158 CANDIDATE (PC) 84.97%
2159 FALSE POSITIVE 92.42%
2160 CANDIDATE (PC) 82.04%
