PERIOD,RADIUS,DENSITY,NUM_PLANETS,DISPOSITION_ENCODED
5.35745121,1.65,2.60681,1.0,0
2.16132662,0.5,0.06526,1.0,0
6.41097179,1.4,2.95954,1.0,1
6.76289308,1.21,0.14473,1.0,2
75.2116373,2.83,20.22238,1.0,1
6.36283414,1.12,1.02437,1.0,1
7.53737498,0.93,0.96345,1.0,1
1.09844642,1.73,0.93906,1.0,0
25.94947,1.22,0.02462,1.0,0
7.57600886,0.54,1.53942,2.0,1
1.8789138,1.9,0.13684,1.0,0
41.8681996,1.25,0.13559,1.0,2
0.514771509,0.57,2.19652,1.0,0
8.61742738,1.01,3.74749,1.0,2
35.945188,1.5,0.54433,1.0,0
5.00749378,1.68,1.66603,1.0,0
196.436796,2.33,2.8272,1.0,2
8.8303681,1.32,0.61621,1.0,1
12.85755895,1.23,0.5859,1.0,1
0.566810643,0.52,0.15044,1.0,0
33.502923,1.08,0.04941,2.0,1
148.568877,5.97,14.24321,1.0,1
9.3335486,1.69,0.09394,1.0,1
262.477098,1.92,12.13898,1.0,0
2.21030572,1.06,1.15442,1.0,0
9.54060855,1.75,13.03657,1.0,1
5.99321872,1.23,0.87499,1.0,0
1.80926734,0.89,0.843,1.0,1
0.70544189,1.04,1.0046,1.0,0
0.981399749,1.21,51.21367,1.0,0
5.04413987,1.18,3.51473,4.0,1
0.933728755,0.72,0.07124,1.0,0
12.607591424,1.61,0.0002,1.0,0
5.3694084,0.62,0.13344,1.0,1
5.65690281,0.74,1.05642,1.0,1
0.734573766,0.86,2.99146,1.0,0
289.86046,1.5,1.50171,1.0,0
357.13089,1.62,1.3891,2.0,0
370.50684,2.06,1.83983,1.0,0
1.332580225,2.18,0.86326,1.0,0
7.4299322,1.81,0.19945,1.0,1
79.334347,1.56,0.24091,1.0,1
5.68251605,1.03,1.16993,1.0,1
7.99144696,1.53,0.07953,3.0,2
2.9039446,1.17,0.01186,1.0,0
68.538296,25.77,13.19739,1.0,0
4.52628739,1.02,0.49904,3.0,1
369.7985,2.53,1.6751,1.0,0
6.5588346,0.7,0.70207,2.0,0
0.643007769,0.35,17.08677,1.0,0
0.597018404,1.09,35.74532,1.0,1
1.061937837,0.68,0.75528,1.0,0
4.82025124,0.78,2.63056,1.0,1
12.4019263,1.49,0.12234,1.0,1
152.823896,2.45,2.89401,1.0,1
15.07277287,1.73,32.99834,1.0,0
1.71659304,1.17,9.4346,1.0,0
6.80899076,89.29,0.30436,1.0,1
77.915425,1.17,0.86728,2.0,1
358.818895,2.66,43.979,1.0,0
181.3537,2.11,0.20363,1.0,0
284.727213,2.02,1.98698,1.0,1
3.74786694,0.89,0.45818,1.0,0
30.5392931,2.72,0.83181,2.0,1
0.913244995,0.77,57.96823,1.0,0
2.97599368,0.79,0.3663,1.0,0
8.31224474,10.63,0.0113,1.0,1
0.584148495,0.87,0.75374,1.0,0
12.6362048,1.1,1.69077,1.0,1
0.824180121,17.8,0.05337,2.0,0
0.579770948,2.4,0.41666,1.0,0
23.266633,2.66,0.34402,1.0,1
0.92225589,1.29,0.02514,1.0,0
7.94004281,0.98,1.94524,1.0,1
2.85855049,1.23,0.04998,1.0,1
0.75499096,1.39,0.41657,1.0,0
353.40191,2.35,7.64137,1.0,0
8.95294046,0.86,0.99211,1.0,1
1.428596987,1.62,0.49757,1.0,0
4.84350003,0.9,0.1308,1.0,1
45.163025,2.35,1.06394,1.0,1
36.7614011,1.52,0.0014,1.0,1
4.373570433,1.23,158.43057,1.0,1
2.21701025,1.16,1.9175,1.0,0
43.0759115,213.46,9e-05,1.0,0
154.674369,2.29,0.4641,1.0,1
372.62637,2.38,0.32615,1.0,0
1.02087831,0.64,0.6218,1.0,0
1.26132769,0.14,5.05732,1.0,0
6.09406648,54.54,0.38497,1.0,0
1.1578141,1.24,0.19234,1.0,0
15.9513866,1.17,10.93874,1.0,1
0.566800926,2.19,0.06592,1.0,0
24.1876477,118.8,0.07059,1.0,0
7.7859111,0.68,0.05953,1.0,1
2.44926655,0.76,0.73324,1.0,0
2.17812826,0.81,0.90635,1.0,0
31.183688,3.21,0.21878,2.0,1
1.33259494,0.89,0.54738,1.0,0
2.05048377,0.66,0.36722,1.0,0
1.19550618,0.78,0.21009,1.0,0
2.94242323,1.42,5.4021,1.0,1
0.683082998,9.92,0.07083,1.0,0
0.791771167,82.71,0.07675,1.0,0
0.894172544,0.68,13.10202,1.0,0
1.68207624,1.01,2.4141,1.0,0
9.8480917,0.88,2.87124,2.0,0
0.566800593,0.48,0.12008,1.0,0
0.969602551,0.69,1.29105,1.0,0
13.0914878,0.79,12.87597,1.0,1
9.25801294,1.73,3.2733,1.0,0
25.9554044,1.46,0.01504,1.0,0
3.74788208,0.94,0.44614,1.0,0
0.93479255,24.75,0.0414,1.0,0
361.43653,1.56,3.97132,1.0,0
0.89628253,0.76,2.77587,1.0,0
1.67495622,0.77,0.43157,1.0,0
54.0812235,1.54,1.85478,1.0,1
8.2344072,1.49,0.67359,1.0,0
2.15052332,1.17,0.46688,1.0,0
32.6122381,31.96,0.37929,1.0,0
0.967073359,28.15,0.06517,1.0,0
3.5564279,0.8,0.07732,1.0,0
0.942997994,1.56,5.22995,1.0,0
0.566796775,0.61,0.06025,1.0,0
13.6471211,1.25,0.10188,1.0,2
16.473474,1.63,1.98837,1.0,2
3.74788322,1.32,0.49133,1.0,0
0.705455349,0.64,0.34788,1.0,0
488.67353,2.03,1.75341,1.0,0
8.5291223,2.08,1.15477,2.0,1
1.08906057,0.75,0.42845,1.0,0
1.48922187,2.5,1.62126,1.0,0
0.716709761,1.42,0.30165,1.0,0
4.1083812,1.62,1.00725,1.0,0
1.962282625,0.81,5.35253,1.0,2
0.523629052,46.33,0.1626,1.0,0
6.4546845,1.38,0.11755,1.0,1
1.04588635,1.1,0.40221,1.0,0
51.31346091,3.567,0.993,1.0,0
0.494247662,1.51,1.97761,1.0,1
11.8299383,1.6,0.48061,1.0,1
419.92898,1.51,1.19659,1.0,0
1.23521458,0.93,9.87258,1.0,0
1.085229874,1.37,25.4095,1.0,0
1.540379557,0.81,1.38022,1.0,0
5.30179786,1.22,3.3996,2.0,1
3.60011712,0.5,2.25676,5.0,2
9.32867952,1.62,21.27922,2.0,2
6.38671206,1.19,32.34332,1.0,2
158.348345,372.86,0.06954,1.0,0
0.849362238,0.85,2.17949,1.0,1
0.741768294,72.36,0.48497,1.0,1
0.93376962,16.3,0.03366,1.0,0
322.48381,3.5,0.01919,1.0,0
61.083322,1.61,0.21769,1.0,1
3.5944891,0.98,1.86297,1.0,1
0.739404894,0.94,1.25668,1.0,0
4.8608059,1.21,4.53911,1.0,1
4.04481159,0.67,1.78424,1.0,1
25.949641315,2.06,0.00648,1.0,0
1.71051215,1.04,6.93571,1.0,0
62.869463,1.96,0.08338,1.0,2
84.8062818,36.51,0.19169,1.0,0
29.9632816,2.24,2.79198,1.0,2
17.99643716,30.08,1.34044,1.0,0
11.63486009,2.61,0.62776,3.0,2
4.8302364,1.06,0.07154,1.0,1
56.446465,1.57,0.15942,1.0,1
31.4202111,1.45,4.2627,1.0,1
10.8118317,1.24,0.50673,1.0,2
5.56676609,1.12,6.41878,2.0,1
1.208528832,1.25,4.47668,1.0,0
208.18711785,1.99,96.67844,1.0,0
0.93198504,17.72,0.06002,1.0,0
0.60818508,96.03,0.44158,1.0,0
5.38613715,0.86,6.05891,1.0,1
13.2965044,0.88,0.06111,3.0,1
21.8420304,2.01,3.11804,1.0,1
1.65320144,0.74,3.95067,1.0,0
3.37487541,0.75,0.78485,1.0,0
0.962825082,5.18,0.38693,1.0,0
309.494217,2.79,1.05597,1.0,0
0.876850385,1.35,2.14003,1.0,1
24.2382519,2.19,2.36072,2.0,0
24.2416103,1.61,1.57329,2.0,0
413.51856,1.96,3.27482,1.0,1
20.7106368,1.12,4.77757,1.0,1
69.3788597,2.07,6.93178,1.0,0
29.3493852,2.02,1.05666,1.0,2
3.43633133,1.44,98.1278,1.0,1
449.57274,3.08,4.56665,1.0,0
245.059374,1.63,2.42788,1.0,0
142.703888,1.95,6.36668,1.0,1
3.38080537,1.69,0.84529,3.0,1
10.4716194,1.74,0.94385,1.0,1
11.49500229,1.53,0.01874,2.0,2
0.708726708,0.92,13.22044,1.0,0
283.72675,1.18,0.54767,1.0,0
373.60683,2.5,2.74368,1.0,0
6.78788113,2.44,5.07653,2.0,1
5.47455167,1.4,0.05746,1.0,1
3.43861067,1.01,6.9895,1.0,1
4.8754765,0.8,6.02172,1.0,1
4.29388808,1.68,0.70815,2.0,0
13.5437884,32.21,0.0886,1.0,0
65.6491001,2.52,1.54521,1.0,2
25.1593389,1.76,1.58864,1.0,2
10.5071781,1.41,4.43975,1.0,1
31.7787564,1.5,0.46544,2.0,2
5.4398033,1.0,1.33108,1.0,1
1.332568744,0.58,0.08488,1.0,0
9.0194714,1.07,0.33952,3.0,2
8.8493948,0.82,0.04685,2.0,1
51.567801,1.3,1.58567,1.0,1
16.4491515,2.75,0.06489,1.0,1
0.428046051,0.87,8.16985,1.0,1
0.814278961,0.76,0.60966,1.0,0
19.254536,1.32,0.35202,2.0,1
2.1890751,0.87,1.44303,1.0,0
384.6961,1.78,9.5334,1.0,1
2.42649862,0.75,1.06602,1.0,0
8.80854183,2.69,0.00033,2.0,0
219.74735,3.24,0.16696,1.0,0
19.7639874,1.19,0.0612,1.0,0
6.05919881,1.21,15.23066,1.0,2
7.5143967,0.96,0.43555,3.0,2
33.1981761,3.21,0.56912,3.0,2
5.32784157,0.86,0.43945,2.0,2
71.05457555,5.91,101.69593,1.0,1
20.5512722,1.64,0.09068,1.0,1
31.827649,4.98,17.21605,1.0,2
7.5861587,1.07,0.12503,1.0,1
0.824000125,0.42,3.33776,2.0,2
0.772152075,4.44,0.04497,1.0,0
42.049523793,1.19,35.96084,1.0,1
1.08469871,1.11,0.0837,1.0,0
6.60180003,1.25,3.01719,1.0,1
3.19938075,0.62,4.54996,1.0,1
3.04185157,0.71,8.51703,1.0,1
5.660274452,11.02,0.96961,1.0,0
1.23512429,0.38,0.10071,1.0,0
1.381257093,1.1,6.98068,1.0,0
1.89873195,0.93,5.89271,1.0,1
11.39110963,1.9,2.84288,2.0,1
2.41810158,0.85,2.12337,1.0,2
7.13044117,1.18,3.59619,1.0,1
33.4203001,2.46,0.51388,1.0,2
58.3437362,93.55,0.00141,1.0,0
1.070982122,0.98,2.72333,1.0,0
18.0939004,1.91,3.30395,1.0,1
34.9524256,21.74,1.21088,1.0,1
23.81578356,8.4,0.55644,1.0,0
31.1748311,1.31,5.02013,1.0,2
0.474811162,1.28,2.08096,1.0,0
47.0568476,2.84,3.08654,1.0,2
367.73299,2.1,3.14533,2.0,0
15.1516409,1.38,0.95496,1.0,1
7.4213444,1.73,4.77812,2.0,1
0.743495989,11.82,0.06398,1.0,0
1.405887031,0.95,6.0953,1.0,0
17.7412303,1.14,1.37638,1.0,1
2.63527677,0.76,1.31498,1.0,1
1.45728997,0.93,0.10329,1.0,0
147.388124,3.03,1.99203,1.0,1
4.11497357,1.17,1.01851,1.0,1
1.245331397,1.61,0.31509,1.0,0
1.52593737,1.39,0.75581,1.0,0
8.21429932,1.66,1.00818,1.0,0
1.54945486,1.34,0.04899,1.0,0
8.42943991,1.19,1.00216,1.0,0
10.60052083,1.09,0.33063,1.0,2
0.9570701,3.567,0.993,2.0,0
21.8634638,2.37,2.98859,1.0,2
86.4392931,35.31,0.07299,1.0,0
63.3354719,1.18,11.9174,5.0,2
14.77820911,44.48,0.16511,1.0,0
15.60862948,39.42,0.2543,1.0,0
389.14115,1.67,6.83896,1.0,0
365.78863,2.21,1.55261,1.0,0
2.4826619,0.8,0.75005,1.0,0
2.17811908,0.8,4.97167,1.0,0
1.11205787,1.02,3.15964,1.0,0
224.447413,2.05,12.48764,1.0,0
7.5019743,1.19,2.80157,1.0,1
21.8660922,1.88,22.99807,1.0,0
5.09506,2.14,0.09204,1.0,0
29.1206519,1.6,10.16991,1.0,1
0.689967868,0.78,3.77107,1.0,2
1.89132292,0.9,0.04288,1.0,0
6.91261536,0.64,1.97241,1.0,1
25.8616058,1.12,0.07364,1.0,1
0.918420801,1.14,0.11303,1.0,0
0.573709256,7.05,0.71455,1.0,0
13.8353959,3.78,0.07571,2.0,2
18.9060921,0.87,2.39508,2.0,1
25.6970688,3.83,0.31442,2.0,1
46.9434911,1.57,148.50595,1.0,0
19.5906103,2.64,0.35276,3.0,2
8.23983041,2.35,0.41049,3.0,2
6.07855,1.14,1.11456,1.0,1
427.65334,1.97,1.96691,1.0,0
412.041857,3.77,22.22335,5.0,0
2.131660527,0.56,2.85727,1.0,1
5.75902182,0.91,2.17066,1.0,1
0.903763067,1.08,44.52373,1.0,1
0.9628348,0.81,0.66364,1.0,0
5.66494448,0.78,0.47241,1.0,1
1.57017249,0.82,1.20022,1.0,0
0.566798364,0.66,0.16267,1.0,0
3.22452656,24.48,0.20383,1.0,0
1.89127438,2.03,0.12526,1.0,0
1.33256944,0.46,0.15523,1.0,0
66.6504521,1.56,2.3463,1.0,2
55.7002642,1.18,5.47676,1.0,0
3.54553077,1.62,0.42542,3.0,2
85.0624157,21.26,5.17261,1.0,1
10.882416555,29.69,0.18333,1.0,0
25.19830439,46.14,1.6204,1.0,0
14.3196417,2.06,1.43424,1.0,1
0.50727675,1.7,0.35169,1.0,0
5.2736268,0.89,0.16586,1.0,1
24.5041103,1.03,0.91005,1.0,1
1.316398648,1.09,5.70342,1.0,0
419.4596,2.1,1.47308,1.0,0
9.97202023,1.26,23.70896,1.0,1
14.2005007,13.28,0.00269,1.0,0
1.318347743,1.23,12.98456,1.0,0
5.5834987,1.41,0.78674,1.0,0
1.12401084,0.61,0.32107,1.0,0
1.21374652,0.59,0.17685,1.0,0
5.24970432,0.67,1.99583,5.0,2
45.4333769,2.23,0.09216,1.0,0
40.3511707,1.88,5.7351,1.0,1
72.9332762,2.45,11.60837,1.0,1
56.6746666,4.01,1.54867,1.0,2
63.9005941,25.91,0.29912,1.0,0
12.6878176,2.16,0.1161,1.0,1
483.36405,1.27,0.5682,1.0,1
16.2951259,1.15,1.9121,1.0,2
18.173045009,24.39,0.14311,1.0,0
14.12678065,31.13,0.09068,1.0,0
358.56462,0.99,1.51888,1.0,0
12.0729757,1.69,1.66371,1.0,1
1.337561836,1.11,2.95915,1.0,0
2.23755641,0.93,2.04069,1.0,0
82.401274,2.21,1.03376,1.0,1
11.91256675,2.61,0.43181,2.0,1
4.08197713,0.6,1.16426,2.0,1
1.035268597,1.34,39.34297,1.0,0
359.3259,3.6,3.07758,1.0,0
0.566805268,0.65,0.13736,1.0,0
0.912179022,0.65,3.41512,1.0,1
12.27057043,1.67,4.00699,1.0,2
13.2274753,1.94,0.10521,1.0,2
76.87935893,7.71,22.55318,1.0,1
0.559517155,1.04,19.48589,1.0,0
13.0151826,1.36,0.41095,1.0,1
29.47316279,48.98,0.23384,1.0,0
0.580725004,0.85,0.61852,1.0,0
1.94468659,69.59,0.00821,1.0,0
7.28116667,1.4,3.17541,1.0,2
383.10017,2.18,4.92552,1.0,0
2.87998334,0.85,5.11378,1.0,1
0.605556082,0.86,2.73609,1.0,0
4.36125889,1.2,2.9952,1.0,2
21.08678557,2.08,77.97454,1.0,1
1.19087362,0.73,1.45101,1.0,0
1.06484622,0.72,0.25938,1.0,0
0.969824139,0.49,14.62232,1.0,0
190.60563,1.6,0.56501,1.0,0
5.19206571,0.99,0.14462,1.0,1
449.01499,1.04,1.82006,1.0,1
8.480305,1.33,0.09227,1.0,0
410.11676,1.41,1.20901,1.0,0
54.5091549,1.94,0.25447,1.0,2
17.4532945,0.76,1.89005,5.0,1
14.1959621,1.66,0.67357,1.0,2
11.52482874,22.56,0.31364,1.0,0
46.84008579,428.62,3.7023,1.0,0
6.70242786,1.82,25.63754,1.0,1
0.992798625,29.26,0.04621,1.0,0
7.79534033,1.07,1.51758,1.0,1
186.72243,1.84,0.48267,1.0,0
118.4039,3.46,4.68245,1.0,0
182.281992,1.67,2.17825,1.0,0
2.40174996,0.65,5.25434,1.0,1
10.0102876,0.69,0.32818,1.0,0
115.238544,3.17,0.09651,1.0,1
21.7434141,2.23,0.03226,1.0,1
1.366964704,0.79,0.62883,1.0,0
0.77957913,0.71,0.47355,1.0,0
0.544561598,44.9,1.14492,1.0,0
5.6795377,1.16,0.87353,2.0,1
17.4453133,5.38,1.05184,1.0,0
2.9788702,3.567,0.993,1.0,0
1.97515457,0.92,0.94636,1.0,0
9.33955596,2.67,0.18447,1.0,1
21.993112,23.21,0.00841,1.0,0
19.5489666,1.89,6.2798,2.0,2
7.41834569,1.12,4.3617,2.0,1
27.6853358,3.11,0.3553,1.0,0
35.6225528,2.24,2.56109,1.0,2
7.1403113,1.18,0.07804,1.0,0
2.69487041,0.97,0.82818,1.0,0
112.303136,1.3,4.53694,1.0,2
92.461135,2.86,0.26943,1.0,1
49.5387264,20.52,0.70733,1.0,0
3.39155966,0.49,0.48191,1.0,0
9.2294726,0.82,5.47698,1.0,1
1.33254897,32.84,0.39621,1.0,0
18.3721835,1.12,0.79779,1.0,1
18.2260472,1.85,2.6354,1.0,0
0.630539713,21.07,0.10988,1.0,0
17.99562529,28.98,7.04218,1.0,1
1.018347376,1.92,0.07112,1.0,0
0.659299289,30.54,0.87494,1.0,0
101.97435125,3.567,0.993,1.0,0
63.095068,11.67,0.01031,1.0,1
4.45540935,3.567,0.993,2.0,0
37.32483952,30.32,0.10363,1.0,0
25.951984,36.8,0.00165,1.0,0
21.7203362,0.8,2.10504,5.0,1
42.9136635,3.19,2.02553,1.0,2
88.1804682,2.78,6.37378,1.0,0
177.668663,2.32,0.59089,1.0,2
0.98041685,0.75,8.00673,1.0,0
92.263742,2.22,1.14445,1.0,2
6.64754478,1.72,7.17422,1.0,2
1.23517588,1.59,0.04951,1.0,0
1.97650073,0.97,3.0086,1.0,1
3.79892774,1.46,0.46281,1.0,1
0.416995408,0.84,5.23712,1.0,0
14.7401061,1.48,0.71067,1.0,1
256.52387,1.33,2.94316,1.0,0
3.0001191,0.73,0.04607,1.0,0
81.4160138,4.63,0.02705,1.0,2
4.7309013,1.39,1.41292,1.0,1
21.3761817,1.08,0.29764,1.0,1
6.58753699,1.51,6.62288,1.0,1
8.5900471,0.8,1.77645,1.0,0
357.82544,1.7,1.94093,1.0,0
30.8278245,2.42,3.71889,1.0,2
47.1607932,2.58,6.65919,1.0,2
49.2768448,1.75,8.36473,1.0,2
35.2330694,0.97,6.12686,1.0,2
45.3965379,1.97,7.35039,1.0,0
508.807642,39.59,53.29129,1.0,0
36.721576,1.93,0.69678,1.0,1
362.69427,3.54,3.51933,1.0,0
370.35639,2.82,1.24362,1.0,0
96.81647,3.19,0.78957,1.0,1
0.729724346,0.51,0.24966,1.0,0
3.51413723,0.69,0.03083,1.0,1
4.96504981,1.51,1.74065,1.0,1
0.821472455,0.92,0.49032,1.0,0
1.29019586,0.78,0.22851,1.0,0
1.141148847,1.67,2.30688,1.0,1
12.460565,1.1,1.8256,2.0,1
19.5945772,1.18,0.43277,2.0,1
8.48032079,0.95,0.38305,1.0,0
409.87844,2.72,2.99209,1.0,1
227.6258,1.79,2.14873,1.0,0
18.1373788,1.41,0.1568,1.0,2
51.1104797,1.6,0.98634,1.0,2
47.9869119,3.35,0.44083,1.0,2
359.047933,7.76,0.80064,2.0,0
29.8042694,24.73,0.23739,1.0,0
7.08757462,1.28,1.34363,1.0,1
3.74318005,1.75,1.12171,1.0,1
5.4169303,8.17,0.0017,1.0,1
1.003049079,42.5,0.08625,1.0,0
0.933157032,7.29,0.03137,1.0,0
37.1083458,1.71,2.42955,1.0,0
31.1920226,1.65,11.83916,1.0,1
1.02104719,13.68,0.02406,1.0,0
7.630545,2.26,1.41965,2.0,1
12.083457,2.09,2.3823,2.0,0
401.5907,1.01,1.03464,1.0,0
6.6716723,1.27,2.86343,1.0,1
53.912783631,4.25,0.00012,1.0,0
1.23142395,0.77,0.98413,1.0,0
409.38645,1.78,1.39127,1.0,1
386.828262,6.54,1.74813,1.0,0
15.8733803,8.15,0.05452,1.0,0
42.3991752,3.23,0.03991,1.0,0
25.95198823,39.94,0.00776,1.0,0
25.9522401,42.91,0.00199,1.0,0
14.12809896,1.6,9.86508,1.0,0
17.7662938,1.54,0.47581,1.0,1
13.6917833,1.12,1.56738,1.0,0
25.95633,9.75,0.00014,1.0,0
11.56722589,1.29,5.97078,1.0,1
0.572937573,1.57,0.15266,1.0,0
631.56889,3.13,0.94072,1.0,1
14.15849823,90.09,0.00021,1.0,0
207.471349,1.57,3.78063,1.0,0
12.3748247,81.01,0.00022,1.0,0
4.31724247,1.01,0.48509,1.0,1
3.74099144,1.85,0.18991,1.0,1
302.779824,1.31,0.55853,1.0,1
14.541781166,2722.92,18.12216,1.0,0
12.4261177,3.8,0.00065,1.0,0
21.1876185,0.79,0.94594,2.0,2
12.42560404,2.52,0.00064,2.0,0
30.9604688,89.18,0.00109,1.0,0
1.041619932,30.94,0.03864,1.0,0
2.544594443,109.72,2.32644,1.0,0
56.40651043,21.93,0.11621,1.0,0
7.964400574,61.54,2.04037,1.0,0
6.399101307,51.77,0.60307,1.0,0
34.9168399,2.39,0.78993,2.0,2
0.56678228,0.88,0.08643,1.0,0
8.480303653,22.25,0.33004,1.0,0
94.094392,0.9,0.54193,3.0,1
22.1270885,3.94,0.10732,1.0,2
10.6784787,1.12,6.82436,1.0,0
25.3736543,1.88,11.30462,1.0,1
10.08535311,1.45,10.20469,1.0,1
42.559265547,51.86,22.78046,1.0,0
10.2856373,1.24,2.5376,1.0,1
24.2157996,1.58,2.43047,1.0,0
44.2018402,1.14,2.65465,1.0,2
393.95608,2.27,0.67474,1.0,1
15.0330623,2.18,0.05326,2.0,2
34.7496038,3.51,0.06106,2.0,1
12.62530918,87.2,2.10135,1.0,0
124.93576738,49.34,6.3692,1.0,0
12.720298433,1.37,1.73854,3.0,0
227.83457,2.83,0.11416,1.0,1
119.67980316,193.91,0.09304,1.0,0
6.399107136,59.15,1.45002,1.0,0
8.480304281,65.0,0.33661,1.0,0
117.6813778,45.43,0.66977,1.0,0
17.72722648,35.18,4.69937,1.0,0
1.71024931,1.2,0.44059,1.0,0
100.40132734,26.0,1.34109,1.0,0
11.320287875,59.23,2.26518,1.0,0
1.219034103,40.46,1.29751,1.0,0
24.352541,1.52,6.57066,2.0,1
5.94228603,1.23,5.05497,2.0,2
382.30306,4.05,2.5821,1.0,1
58.1263775,1.32,7.89676,2.0,1
26.7575866,2.28,0.91858,2.0,2
57.0599992,22.31,2.10979,1.0,0
14.5565618,1.08,1.33607,1.0,2
0.837898153,1.26,0.83081,2.0,0
0.603086711,36.0,0.3291,1.0,0
41.7084063,2.19,0.2506,1.0,2
33.0257179,2.21,1.34535,2.0,2
25.366990665,56.02,1.88828,1.0,0
428.32173928,49.76,0.1724,1.0,0
82.137609997,197.85,9.34417,1.0,0
3.06026014,0.83,0.66724,1.0,0
24.0612744,83.77,0.10743,1.0,0
66.36099916,61.42,0.27548,1.0,0
8.939461148,153.32,1.14998,1.0,0
135.58607679,89.83,24.39341,1.0,0
18.79862195,55.07,1.40664,1.0,0
6.30828538,29.34,5.32957,1.0,0
4.80912667,44.3,0.16912,1.0,0
2.33211505,140.22,1.77772,1.0,0
0.53835407,1.67,1.27468,2.0,2
249.36211832,48.69,2.09519,1.0,0
3.80675878,2.75,3.31177,3.0,1
0.664727127,0.46,1.26556,1.0,0
9.5084871,1.65,0.95799,2.0,2
34.1086562,1.95,0.96651,2.0,1
47.0563327,2.57,3.1585,1.0,2
179.85022331,3.567,0.993,2.0,0
10.0100312,0.99,35.95763,1.0,1
96.169569,2.07,2.07895,1.0,2
1.55090374,1.11,0.11483,1.0,0
12.67143692,0.76,7.10443,4.0,1
60.32668824,4.98,11.75591,4.0,1
2.63595435,0.5,10.20189,4.0,1
82.303914,4.47,0.03449,1.0,2
131.97827736,147.83,10.55295,1.0,0
0.789171236,0.69,1.05236,1.0,0
17.9346606,2.8,0.01393,3.0,2
241.07074582,76.53,3.45802,1.0,0
106.17593813,54.91,1.54326,1.0,0
184.6467208,72.8,0.89172,1.0,0
6.282033445,144.85,0.36209,1.0,0
5.519188936,43.06,0.33187,1.0,0
5.3360574,1.52,0.79205,1.0,1
4.818863794,51.32,0.25328,1.0,0
178.26802035,34.07,5.43552,1.0,0
2.181555909,91.3,0.33229,1.0,0
0.895276162,172.25,1.03034,1.0,0
244.83274973,38.3,15.57243,1.0,0
30.4544418,2.6,0.06337,1.0,2
10.26558924,1.65,0.67804,1.0,0
18.9257333,16.74,0.00454,1.0,0
37.8862977,2.09,2.40934,1.0,2
10.54841329,3.89,0.08116,2.0,1
133.6348207,1.89,220.71756,1.0,1
11.9615433,2.24,1.96535,1.0,0
32.510844,2.62,6.33082,1.0,1
0.56683399,3.567,0.993,2.0,0
62.127677128,38.61,2.24626,1.0,0
31.9730649,1.09,0.14222,1.0,0
10.90752977,1.58,4.38333,1.0,1
143.1188694,53.3,0.70925,1.0,0
76.81985465,46.61,12.11218,1.0,0
165.40574995,112.86,0.53334,1.0,0
71.661915163,55.04,7.87405,1.0,0
9.44942685,68.38,1.35833,1.0,0
0.715802309,25.52,0.23503,1.0,0
70.58284717,50.88,1.62889,1.0,0
2.995357359,112.12,0.20243,1.0,0
3.840485025,39.38,0.76064,2.0,0
1.92027188,3.567,0.993,2.0,0
10.5226374,1.08,0.34444,2.0,1
10.443341795,44.35,2.5749,1.0,0
4.75307877,505.94,0.2037,1.0,0
19.515013291,53.03,4.76224,1.0,0
1.772451066,1.02,1.04708,3.0,2
19.9158863,1.41,0.22514,2.0,2
54.061328105,88.28,6.64846,1.0,0
34.525990182,54.35,3.21487,1.0,0
494.485085,5.03,73.87427,1.0,1
14.2821417,1.08,14.1877,1.0,0
18.64532882,61.81,13.5485,1.0,0
20.882125422,66.27,0.89217,1.0,0
14.0545718,1.45,1.80741,1.0,1
30.8609783,1.08,0.56588,2.0,2
3.652810043,0.89,9.06802,1.0,0
15.65134872,118.33,0.12336,1.0,0
6.86674226,0.79,0.60745,2.0,1
8.37159554,2.39,0.00806,3.0,2
286.1755875,63.23,1.93993,1.0,0
152.15144795,53.89,0.12329,1.0,0
0.542636318,1.39,2.47892,1.0,0
29.911334059,47.83,2.32126,1.0,0
5.877122485,125.68,1.73069,1.0,0
10.636305846,64.91,1.73095,1.0,0
2.1032389,36.63,0.05066,1.0,0
46.698200933,38.79,7.1707,1.0,0
15.99560373,1.04,3.31831,3.0,2
4.39451798,65.76,6.11196,1.0,0
25.9518795,35.1,0.00091,1.0,0
29.7681831,3.98,0.09982,1.0,1
56.048096688,42.62,6.14689,1.0,0
2.25161215,1.14,0.95398,1.0,0
36.7662364,1.28,8.80863,1.0,1
50.35545898,31.66,5.43315,1.0,0
14.0328775,1.45,0.41197,1.0,2
13.2226149,1.75,0.0791,1.0,2
2.53742164,0.93,5.11255,2.0,1
3.54828691,1.69,0.87184,1.0,0
62.596544,2.25,0.33225,1.0,1
18.79852,2.04,0.10778,2.0,0
156.51657398,61.44,1.09284,1.0,0
1.366946478,43.45,0.668,1.0,0
313.09275066,47.52,3.65359,1.0,0
0.566813677,0.77,0.30806,1.0,0
157.32263943,56.66,0.23997,1.0,0
9.53040216,60.49,1.26177,1.0,0
4.218512654,16.67,0.4874,2.0,0
8.529991199,44.86,0.40776,2.0,0
3.47140045,3.567,0.3158,1.0,0
1.922862476,70.65,0.59224,1.0,0
16.00747237,2.99,1.84859,2.0,2
54.6493679,2.64,0.96534,1.0,2
100.8276725,4.35,0.71468,2.0,2
15.5764061,1.79,0.50757,1.0,1
10.00506974,1.11,2.00242,2.0,1
0.905675699,0.77,1.63642,1.0,0
36.2580749,1.82,0.40586,1.0,1
