RESULTADOS DEL MODELO: XGBoost
1456 CONFIRMED (CP) 80.29%
1457 CONFIRMED (CP) 57.30%
1458 FALSE POSITIVE 56.88%
1459 CANDIDATE (PC) 58.94%
1460 FALSE POSITIVE 98.21%
1461 FALSE POSITIVE 99.72%
1462 CONFIRMED (CP) 70.35%
1463 CONFIRMED (CP) 97.47%
1464 CONFIRMED (CP) 97.24%
1465 CANDIDATE (PC) 57.59%
1466 CONFIRMED (CP) 76.15%
1467 CANDIDATE (PC) 79.94%
1468 CONFIRMED (CP) 91.94%
1469 CANDIDATE (PC) 88.28%
1470 CANDIDATE (PC) 91.74%
1471 CANDIDATE (PC) 62.14%
1472 CONFIRMED (CP) 91.82%
1473 CANDIDATE (PC) 78.08%
1474 CANDIDATE (PC) 92.57%
1475 CONFIRMED (CP) 90.18%
1476 CANDIDATE (PC) 90.50%
1477 FALSE POSITIVE 72.18%
1478 CANDIDATE (PC) 93.24%
1479 CONFIRMED (CP) 43.82%
1480 CANDIDATE (PC) 96.02%
1481 FALSE POSITIVE 89.52%
1482 CANDIDATE (PC) 96.18%
1483 CONFIRMED (CP) 99.39%
1484 CONFIRMED (CP) 87.28%
1485 CANDIDATE (PC) 87.37%
1486 CONFIRMED (CP) 95.97%
1487 CONFIRMED (CP) 93.48%
1488 CONFIRMED (CP) 99.17%
1489 CANDIDATE (PC) 96.82%
1490 FALSE POSITIVE 55.00%
1491 CANDIDATE (PC) 58.60%
1492 CANDIDATE (PC) 42.01%
1493 FALSE POSITIVE 99.43%
1494 FALSE POSITIVE 99.71%
1495 FALSE POSITIVE 76.27%
1496 CANDIDATE (PC) 92.94%
1497 FALSE POSITIVE 85.88%
1498 CONFIRMED (CP) 40.65%
1499 CANDIDATE (PC) 97.15%
1500 CONFIRMED (CP) 44.85%
1501 FALSE POSITIVE 72.47%
1502 CANDIDATE (PC) 79.89%
1503 CANDIDATE (PC) 95.90%
1504 CANDIDATE (PC) 99.57%
1505 FALSE POSITIVE 83.03%
1506 CANDIDATE (PC) 79.16%
1507 CONFIRMED (CP) 84.28%
1508 CONFIRMED (CP) 97.96%
1509 FALSE POSITIVE 73.96%
1510 CANDIDATE (PC) 93.66%
1511 CANDIDATE (PC) 89.30%
1512 CANDIDATE (PC) 59.55%
1513 CANDIDATE (PC) 83.22%
1514 CONFIRMED (CP) 97.66%
1515 CANDIDATE (PC) 71.69%
1516 FALSE POSITIVE 49.86%
1517 CANDIDATE (PC) 93.50%
1518 CONFIRMED (CP) 98.33%
1519 FALSE POSITIVE 81.61%
1520 CANDIDATE (PC) 99.73%
1521 CONFIRMED (CP) 87.23%
1522 CANDIDATE (PC) 83.74%
1523 CONFIRMED (CP) 86.62%
1524 CANDIDATE (PC) 53.75%
1525 FALSE POSITIVE 73.65%
1526 FALSE POSITIVE 47.83%
1527 CONFIRMED (CP) 98.65%
1528 CANDIDATE (PC) 95.80%
1529 CONFIRMED (CP) 97.78%
1530 CANDIDATE (PC) 79.62%
1531 CONFIRMED (CP) 98.10%
1532 CANDIDATE (PC) 77.89%
1533 CANDIDATE (PC) 96.39%
1534 CANDIDATE (PC) 84.49%
1535 FALSE POSITIVE 99.87%
1536 CANDIDATE (PC) 56.00%
1537 FALSE POSITIVE 95.38%
1538 FALSE POSITIVE 66.22%
1539 CONFIRMED (CP) 96.86%
1540 FALSE POSITIVE 73.67%
1541 CANDIDATE (PC) 88.43%
1542 CANDIDATE (PC) 91.98%
1543 CONFIRMED (CP) 97.81%
1544 CANDIDATE (PC) 70.49%
1545 CONFIRMED (CP) 48.87%
1546 CONFIRMED (CP) 82.94%
1547 CONFIRMED (CP) 68.65%
1548 CONFIRMED (CP) 76.70%
1549 CONFIRMED (CP) 50.87%
1550 CANDIDATE (PC) 87.65%
1551 CONFIRMED (CP) 73.58%
1552 CONFIRMED (CP) 96.53%
1553 CANDIDATE (PC) 92.58%
1554 FALSE POSITIVE 99.81%
1555 CANDIDATE (PC) 43.05%
1556 CANDIDATE (PC) 99.77%
1557 FALSE POSITIVE 99.70%
1558 CANDIDATE (PC) 80.22%
1559 CONFIRMED (CP) 89.31%
1560 CANDIDATE (PC) 73.30%
1561 CANDIDATE (PC) 76.98%
1562 FALSE POSITIVE 95.75%
1563 CANDIDATE (PC) 47.09%
1564 CANDIDATE (PC) 40.33%
1565 FALSE POSITIVE 79.88%
1566 CONFIRMED (CP) 70.15%
1567 CANDIDATE (PC) 76.52%
1568 CANDIDATE (PC) 99.81%
1569 FALSE POSITIVE 97.60%
1570 CONFIRMED (CP) 98.12%
1571 CANDIDATE (PC) 51.10%
1572 FALSE POSITIVE 61.92%
1573 FALSE POSITIVE 50.73%
1574 CONFIRMED (CP) 59.17%
1575 CONFIRMED (CP) 47.73%
1576 CANDIDATE (PC) 97.86%
1577 CONFIRMED (CP) 76.09%
1578 FALSE POSITIVE 70.29%
1579 FALSE POSITIVE 99.69%
1580 CANDIDATE (PC) 85.43%
1581 FALSE POSITIVE 66.84%
1582 CANDIDATE (PC) 92.07%
1583 CANDIDATE (PC) 48.17%
1584 CANDIDATE (PC) 83.51%
1585 CONFIRMED (CP) 83.57%
1586 FALSE POSITIVE 88.33%
1587 FALSE POSITIVE 67.68%
1588 FALSE POSITIVE 68.04%
1589 CANDIDATE (PC) 57.81%
1590 FALSE POSITIVE 53.71%
1591 FALSE POSITIVE 83.58%
1592 FALSE POSITIVE 99.72%
1593 FALSE POSITIVE 99.05%
1594 FALSE POSITIVE 51.19%
1595 FALSE POSITIVE 99.58%
1596 FALSE POSITIVE 99.75%
1597 CONFIRMED (CP) 97.86%
1598 FALSE POSITIVE 54.31%
1599 CANDIDATE (PC) 92.82%
1600 CONFIRMED (CP) 67.88%
1601 FALSE POSITIVE 69.59%
1602 CONFIRMED (CP) 61.18%
1603 FALSE POSITIVE 48.67%
1604 CONFIRMED (CP) 99.62%
1605 CANDIDATE (PC) 87.71%
1606 CONFIRMED (CP) 99.19%
1607 FALSE POSITIVE 99.56%
1608 CANDIDATE (PC) 85.05%
1609 CANDIDATE (PC) 67.36%
1610 FALSE POSITIVE 90.42%
1611 CANDIDATE (PC) 89.48%
1612 CANDIDATE (PC) 66.66%
1613 CANDIDATE (PC) 93.04%
1614 FALSE POSITIVE 97.80%
1615 CONFIRMED (CP) 99.59%
1616 FALSE POSITIVE 94.61%
1617 CANDIDATE (PC) 93.91%
1618 FALSE POSITIVE 71.25%
1619 CANDIDATE (PC) 79.54%
1620 FALSE POSITIVE 63.89%
1621 FALSE POSITIVE 58.18%
1622 CANDIDATE (PC) 84.15%
1623 CONFIRMED (CP) 97.26%
1624 CANDIDATE (PC) 77.24%
1625 CONFIRMED (CP) 95.57%
1626 FALSE POSITIVE 96.70%
1627 FALSE POSITIVE 59.90%
1628 FALSE POSITIVE 79.59%
1629 CANDIDATE (PC) 91.32%
1630 CANDIDATE (PC) 92.66%
1631 CANDIDATE (PC) 76.77%
1632 FALSE POSITIVE 54.22%
1633 FALSE POSITIVE 74.50%
1634 CANDIDATE (PC) 92.85%
1635 CANDIDATE (PC) 99.91%
1636 CONFIRMED (CP) 91.63%
1637 CANDIDATE (PC) 72.43%
1638 FALSE POSITIVE 96.24%
1639 CONFIRMED (CP) 62.04%
1640 CANDIDATE (PC) 88.58%
1641 FALSE POSITIVE 78.53%
1642 FALSE POSITIVE 58.05%
1643 FALSE POSITIVE 57.40%
1644 CANDIDATE (PC) 79.44%
1645 CANDIDATE (PC) 73.67%
1646 CANDIDATE (PC) 53.97%
1647 CONFIRMED (CP) 98.76%
1648 CANDIDATE (PC) 62.32%
1649 CONFIRMED (CP) 90.78%
1650 CANDIDATE (PC) 98.40%
1651 CANDIDATE (PC) 90.41%
1652 CANDIDATE (PC) 93.43%
1653 CANDIDATE (PC) 98.72%
1654 FALSE POSITIVE 65.84%
1655 CONFIRMED (CP) 82.29%
1656 CANDIDATE (PC) 79.44%
1657 FALSE POSITIVE 91.31%
1658 FALSE POSITIVE 99.83%
1659 CANDIDATE (PC) 44.07%
1660 CANDIDATE (PC) 90.00%
1661 FALSE POSITIVE 95.28%
1662 FALSE POSITIVE 69.07%
1663 FALSE POSITIVE 73.20%
1664 CANDIDATE (PC) 91.21%
1665 CONFIRMED (CP) 96.47%
1666 FALSE POSITIVE 80.87%
1667 FALSE POSITIVE 95.54%
1668 CANDIDATE (PC) 87.16%
1669 CANDIDATE (PC) 59.61%
1670 CONFIRMED (CP) 81.84%
1671 CANDIDATE (PC) 83.96%
1672 CONFIRMED (CP) 87.88%
1673 FALSE POSITIVE 72.92%
1674 CANDIDATE (PC) 93.49%
1675 FALSE POSITIVE 81.25%
1676 FALSE POSITIVE 45.46%
1677 CONFIRMED (CP) 54.47%
1678 FALSE POSITIVE 99.32%
1679 CANDIDATE (PC) 91.01%
1680 FALSE POSITIVE 94.95%
1681 FALSE POSITIVE 53.33%
1682 CANDIDATE (PC) 89.34%
1683 CONFIRMED (CP) 95.59%
1684 CANDIDATE (PC) 94.37%
1685 CONFIRMED (CP) 78.03%
1686 FALSE POSITIVE 93.87%
1687 FALSE POSITIVE 60.81%
1688 CONFIRMED (CP) 69.74%
1689 FALSE POSITIVE 99.95%
1690 CANDIDATE (PC) 94.11%
1691 CANDIDATE (PC) 94.65%
1692 CONFIRMED (CP) 95.61%
1693 CONFIRMED (CP) 96.19%
1694 CANDIDATE (PC) 96.50%
1695 FALSE POSITIVE 89.92%
1696 CONFIRMED (CP) 63.64%
1697 CANDIDATE (PC) 92.61%
1698 CONFIRMED (CP) 99.25%
1699 FALSE POSITIVE 55.26%
1700 CONFIRMED (CP) 99.01%
1701 CONFIRMED (CP) 94.74%
1702 FALSE POSITIVE 96.23%
1703 CANDIDATE (PC) 91.75%
1704 CANDIDATE (PC) 92.07%
1705 CANDIDATE (PC) 71.32%
1706 FALSE POSITIVE 99.64%
1707 CONFIRMED (CP) 43.41%
1708 CANDIDATE (PC) 91.12%
1709 CANDIDATE (PC) 80.19%
1710 CANDIDATE (PC) 78.64%
1711 FALSE POSITIVE 98.62%
1712 CANDIDATE (PC) 88.51%
1713 FALSE POSITIVE 68.09%
1714 CANDIDATE (PC) 94.08%
1715 CANDIDATE (PC) 87.01%
1716 CONFIRMED (CP) 38.34%
1717 FALSE POSITIVE 94.29%
1718 CANDIDATE (PC) 91.14%
1719 FALSE POSITIVE 74.01%
1720 FALSE POSITIVE 85.47%
1721 CONFIRMED (CP) 94.92%
1722 CONFIRMED (CP) 97.73%
1723 FALSE POSITIVE 62.14%
1724 CONFIRMED (CP) 73.53%
1725 CANDIDATE (PC) 49.27%
1726 CANDIDATE (PC) 49.18%
1727 CANDIDATE (PC) 74.35%
1728 FALSE POSITIVE 43.32%
1729 CONFIRMED (CP) 97.79%
1730 CANDIDATE (PC) 99.42%
1731 CONFIRMED (CP) 96.00%
1732 CONFIRMED (CP) 45.14%
1733 CANDIDATE (PC) 62.05%
1734 CANDIDATE (PC) 49.33%
1735 CANDIDATE (PC) 91.81%
1736 CANDIDATE (PC) 37.49%
1737 CONFIRMED (CP) 84.80%
1738 FALSE POSITIVE 99.85%
1739 CANDIDATE (PC) 57.14%
1740 CANDIDATE (PC) 57.45%
1741 CANDIDATE (PC) 94.29%
1742 CONFIRMED (CP) 61.82%
1743 CANDIDATE (PC) 71.11%
1744 FALSE POSITIVE 97.39%
1745 CONFIRMED (CP) 54.28%
1746 FALSE POSITIVE 74.85%
1747 CANDIDATE (PC) 93.40%
1748 CONFIRMED (CP) 97.32%
1749 CANDIDATE (PC) 87.89%
1750 FALSE POSITIVE 98.49%
1751 CONFIRMED (CP) 64.21%
1752 CANDIDATE (PC) 92.92%
1753 CANDIDATE (PC) 89.70%
1754 CONFIRMED (CP) 97.58%
1755 FALSE POSITIVE 60.59%
1756 CANDIDATE (PC) 93.19%
1757 CANDIDATE (PC) 84.61%
1758 FALSE POSITIVE 98.11%
1759 CANDIDATE (PC) 70.47%
1760 CONFIRMED (CP) 98.95%
1761 CANDIDATE (PC) 94.02%
1762 CONFIRMED (CP) 78.95%
1763 CANDIDATE (PC) 83.51%
1764 FALSE POSITIVE 56.16%
1765 CONFIRMED (CP) 96.65%
1766 CONFIRMED (CP) 98.25%
1767 CONFIRMED (CP) 51.37%
1768 CANDIDATE (PC) 71.35%
1769 CANDIDATE (PC) 43.18%
1770 CANDIDATE (PC) 76.62%
1771 CANDIDATE (PC) 88.19%
1772 CANDIDATE (PC) 57.32%
1773 CONFIRMED (CP) 97.02%
1774 FALSE POSITIVE 81.01%
1775 CANDIDATE (PC) 85.80%
1776 FALSE POSITIVE 99.10%
1777 FALSE POSITIVE 91.37%
1778 CANDIDATE (PC) 94.41%
1779 FALSE POSITIVE 96.37%
1780 CANDIDATE (PC) 59.05%
1781 CONFIRMED (CP) 65.88%
1782 CANDIDATE (PC) 93.93%
1783 CONFIRMED (CP) 96.70%
1784 FALSE POSITIVE 91.76%
1785 CANDIDATE (PC) 89.12%
1786 CANDIDATE (PC) 83.71%
1787 FALSE POSITIVE 62.04%
1788 CANDIDATE (PC) 93.80%
1789 CANDIDATE (PC) 92.00%
1790 FALSE POSITIVE 91.36%
1791 CONFIRMED (CP) 99.02%
1792 CONFIRMED (CP) 95.55%
1793 CONFIRMED (CP) 74.94%
1794 FALSE POSITIVE 95.76%
1795 CONFIRMED (CP) 96.05%
1796 CONFIRMED (CP) 43.47%
1797 CONFIRMED (CP) 96.74%
1798 CANDIDATE (PC) 88.00%
1799 CONFIRMED (CP) 96.55%
1800 CANDIDATE (PC) 72.93%
1801 CANDIDATE (PC) 95.69%
1802 CANDIDATE (PC) 93.66%
1803 CONFIRMED (CP) 83.63%
1804 CANDIDATE (PC) 40.19%
1805 FALSE POSITIVE 65.11%
1806 FALSE POSITIVE 97.86%
1807 FALSE POSITIVE 58.62%
1808 FALSE POSITIVE 78.03%
1809 FALSE POSITIVE 57.59%
1810 CONFIRMED (CP) 57.29%
1811 CONFIRMED (CP) 58.00%
1812 CONFIRMED (CP) 95.87%
1813 FALSE POSITIVE 75.08%
1814 CANDIDATE (PC) 61.08%
1815 CONFIRMED (CP) 46.29%
1816 CANDIDATE (PC) 86.32%
1817 FALSE POSITIVE 98.77%
1818 FALSE POSITIVE 98.21%
1819 CANDIDATE (PC) 89.95%
1820 FALSE POSITIVE 69.45%
1821 FALSE POSITIVE 77.54%
1822 CONFIRMED (CP) 61.46%
1823 CONFIRMED (CP) 98.07%
1824 CONFIRMED (CP) 85.10%
1825 CANDIDATE (PC) 91.69%
1826 FALSE POSITIVE 98.82%
1827 CANDIDATE (PC) 82.16%
1828 CONFIRMED (CP) 77.02%
1829 FALSE POSITIVE 90.55%
1830 CANDIDATE (PC) 91.44%
1831 CANDIDATE (PC) 94.91%
1832 CANDIDATE (PC) 92.34%
1833 CONFIRMED (CP) 94.91%
1834 CANDIDATE (PC) 59.15%
1835 CONFIRMED (CP) 50.78%
1836 CANDIDATE (PC) 80.84%
1837 CONFIRMED (CP) 94.22%
1838 FALSE POSITIVE 98.66%
1839 CANDIDATE (PC) 83.13%
1840 CONFIRMED (CP) 98.27%
1841 CANDIDATE (PC) 96.13%
1842 FALSE POSITIVE 74.99%
1843 FALSE POSITIVE 91.12%
1844 CANDIDATE (PC) 91.51%
1845 CONFIRMED (CP) 68.60%
1846 CONFIRMED (CP) 56.79%
1847 FALSE POSITIVE 70.61%
1848 CANDIDATE (PC) 94.40%
1849 FALSE POSITIVE 99.45%
1850 CANDIDATE (PC) 93.89%
1851 CANDIDATE (PC) 95.29%
1852 CANDIDATE (PC) 95.16%
1853 CONFIRMED (CP) 99.17%
1854 CONFIRMED (CP) 96.26%
1855 FALSE POSITIVE 55.39%
1856 CANDIDATE (PC) 60.95%
1857 CONFIRMED (CP) 97.10%
1858 CANDIDATE (PC) 71.69%
1859 CANDIDATE (PC) 92.86%
1860 CANDIDATE (PC) 66.16%
1861 CONFIRMED (CP) 98.50%
1862 FALSE POSITIVE 91.16%
1863 FALSE POSITIVE 97.61%
1864 CANDIDATE (PC) 93.58%
1865 CANDIDATE (PC) 85.12%
1866 CANDIDATE (PC) 96.54%
1867 CANDIDATE (PC) 95.42%
1868 CONFIRMED (CP) 56.78%
1869 CANDIDATE (PC) 91.60%
1870 FALSE POSITIVE 49.87%
1871 CANDIDATE (PC) 82.34%
1872 CANDIDATE (PC) 92.91%
1873 CONFIRMED (CP) 77.64%
1874 CONFIRMED (CP) 95.78%
1875 CONFIRMED (CP) 98.37%
1876 FALSE POSITIVE 98.69%
1877 CANDIDATE (PC) 91.71%
1878 CONFIRMED (CP) 79.39%
1879 CONFIRMED (CP) 96.45%
1880 CANDIDATE (PC) 99.56%
1881 CANDIDATE (PC) 96.34%
1882 CANDIDATE (PC) 86.81%
1883 CONFIRMED (CP) 57.26%
1884 CANDIDATE (PC) 87.03%
1885 FALSE POSITIVE 99.89%
1886 FALSE POSITIVE 56.79%
1887 FALSE POSITIVE 65.56%
1888 CANDIDATE (PC) 63.83%
1889 CANDIDATE (PC) 90.94%
1890 CANDIDATE (PC) 94.88%
1891 FALSE POSITIVE 53.52%
1892 CANDIDATE (PC) 97.85%
1893 CANDIDATE (PC) 54.58%
1894 CANDIDATE (PC) 88.21%
1895 FALSE POSITIVE 92.15%
1896 CANDIDATE (PC) 86.96%
1897 CONFIRMED (CP) 88.19%
1898 FALSE POSITIVE 53.79%
1899 CANDIDATE (PC) 92.01%
1900 CANDIDATE (PC) 70.27%
1901 FALSE POSITIVE 89.13%
1902 CANDIDATE (PC) 84.07%
1903 CANDIDATE (PC) 92.47%
1904 CONFIRMED (CP) 51.14%
1905 CANDIDATE (PC) 99.54%
1906 CANDIDATE (PC) 88.48%
1907 CONFIRMED (CP) 98.79%
1908 CONFIRMED (CP) 91.97%
1909 CANDIDATE (PC) 87.97%
1910 CANDIDATE (PC) 40.13%
1911 FALSE POSITIVE 99.45%
1912 FALSE POSITIVE 99.76%
1913 CANDIDATE (PC) 72.75%
1914 CANDIDATE (PC) 88.56%
1915 CANDIDATE (PC) 38.76%
1916 FALSE POSITIVE 47.23%
1917 FALSE POSITIVE 81.21%
1918 FALSE POSITIVE 94.71%
1919 CANDIDATE (PC) 69.83%
1920 CANDIDATE (PC) 96.96%
1921 FALSE POSITIVE 87.94%
1922 CONFIRMED (CP) 57.63%
1923 CANDIDATE (PC) 81.69%
1924 CANDIDATE (PC) 94.75%
1925 CANDIDATE (PC) 95.39%
1926 CANDIDATE (PC) 99.08%
1927 CANDIDATE (PC) 54.95%
1928 CONFIRMED (CP) 50.51%
1929 CANDIDATE (PC) 93.08%
1930 FALSE POSITIVE 48.96%
1931 CONFIRMED (CP) 42.87%
1932 CONFIRMED (CP) 97.95%
1933 FALSE POSITIVE 63.17%
1934 CANDIDATE (PC) 59.46%
1935 CONFIRMED (CP) 52.36%
1936 FALSE POSITIVE 92.60%
1937 CONFIRMED (CP) 44.74%
1938 CANDIDATE (PC) 61.31%
1939 FALSE POSITIVE 94.92%
1940 CANDIDATE (PC) 94.30%
1941 CANDIDATE (PC) 50.14%
1942 CANDIDATE (PC) 87.96%
1943 CANDIDATE (PC) 86.93%
1944 CANDIDATE (PC) 74.63%
1945 FALSE POSITIVE 99.50%
1946 CANDIDATE (PC) 93.27%
1947 FALSE POSITIVE 91.10%
1948 CANDIDATE (PC) 92.59%
1949 CONFIRMED (CP) 87.68%
1950 CANDIDATE (PC) 91.36%
1951 CANDIDATE (PC) 85.21%
1952 CANDIDATE (PC) 96.22%
1953 FALSE POSITIVE 53.64%
1954 FALSE POSITIVE 56.22%
1955 CANDIDATE (PC) 89.04%
1956 CONFIRMED (CP) 98.74%
1957 CONFIRMED (CP) 41.75%
1958 CANDIDATE (PC) 68.45%
1959 FALSE POSITIVE 69.45%
1960 CANDIDATE (PC) 98.50%
1961 CANDIDATE (PC) 96.70%
1962 FALSE POSITIVE 99.30%
1963 FALSE POSITIVE 99.02%
1964 FALSE POSITIVE 58.24%
1965 CANDIDATE (PC) 93.09%
1966 CANDIDATE (PC) 72.23%
1967 FALSE POSITIVE 96.26%
1968 CANDIDATE (PC) 64.05%
1969 CONFIRMED (CP) 61.99%
1970 FALSE POSITIVE 94.65%
1971 CANDIDATE (PC) 42.99%
1972 CANDIDATE (PC) 81.96%
1973 FALSE POSITIVE 53.14%
1974 CANDIDATE (PC) 99.86%
1975 FALSE POSITIVE 66.87%
1976 CANDIDATE (PC) 98.92%
1977 CANDIDATE (PC) 89.28%
1978 CANDIDATE (PC) 88.39%
1979 CANDIDATE (PC) 88.13%
1980 FALSE POSITIVE 53.55%
1981 CANDIDATE (PC) 44.70%
1982 CONFIRMED (CP) 73.37%
1983 CANDIDATE (PC) 87.99%
1984 CONFIRMED (CP) 99.00%
1985 FALSE POSITIVE 99.90%
1986 CANDIDATE (PC) 48.19%
1987 FALSE POSITIVE 71.14%
1988 CANDIDATE (PC) 95.57%
1989 CONFIRMED (CP) 97.52%
1990 CONFIRMED (CP) 95.51%
1991 CANDIDATE (PC) 99.68%
1992 FALSE POSITIVE 64.65%
1993 CANDIDATE (PC) 82.10%
1994 CANDIDATE (PC) 65.20%
1995 FALSE POSITIVE 81.08%
1996 CANDIDATE (PC) 47.28%
1997 FALSE POSITIVE 60.19%
1998 CONFIRMED (CP) 96.58%
1999 FALSE POSITIVE 60.62%
2000 CONFIRMED (CP) 97.89%
2001 FALSE POSITIVE 94.86%
2002 CANDIDATE (PC) 82.05%
2003 CONFIRMED (CP) 43.97%
2004 CANDIDATE (PC) 51.89%
2005 FALSE POSITIVE 70.02%
2006 CANDIDATE (PC) 53.81%
2007 FALSE POSITIVE 98.40%
2008 CONFIRMED (CP) 98.15%
2009 CANDIDATE (PC) 99.75%
2010 CANDIDATE (PC) 63.41%
2011 CANDIDATE (PC) 92.04%
2012 CANDIDATE (PC) 93.08%
2013 CANDIDATE (PC) 49.94%
2014 CANDIDATE (PC) 57.45%
2015 CONFIRMED (CP) 99.82%
2016 CANDIDATE (PC) 97.17%
2017 CONFIRMED (CP) 83.39%
2018 CONFIRMED (CP) 92.12%
2019 CANDIDATE (PC) 85.06%
2020 CONFIRMED (CP) 93.23%
2021 FALSE POSITIVE 65.45%
2022 CONFIRMED (CP) 57.78%
2023 FALSE POSITIVE 62.19%
2024 CANDIDATE (PC) 91.51%
2025 CANDIDATE (PC) 98.89%
2026 CANDIDATE (PC) 81.46%
2027 CANDIDATE (PC) 90.80%
2028 CANDIDATE (PC) 58.40%
2029 CANDIDATE (PC) 95.31%
2030 CANDIDATE (PC) 94.79%
2031 CONFIRMED (CP) 84.33%
2032 CONFIRMED (CP) 98.97%
2033 CANDIDATE (PC) 80.32%
2034 CANDIDATE (PC) 87.41%
2035 CANDIDATE (PC) 86.06%
2036 CANDIDATE (PC) 88.69%
2037 FALSE POSITIVE 99.83%
2038 FALSE POSITIVE 85.90%
2039 CONFIRMED (CP) 91.89%
2040 CONFIRMED (CP) 98.56%
2041 CANDIDATE (PC) 50.08%
2042 CANDIDATE (PC) 95.35%
2043 CANDIDATE (PC) 98.81%
2044 CONFIRMED (CP) 53.92%
2045 FALSE POSITIVE 97.07%
2046 CANDIDATE (PC) 89.65%
2047 FALSE POSITIVE 89.21%
2048 CANDIDATE (PC) 92.86%
2049 CANDIDATE (PC) 64.68%
2050 FALSE POSITIVE 98.73%
2051 CANDIDATE (PC) 84.39%
2052 CONFIRMED (CP) 75.58%
2053 FALSE POSITIVE 96.61%
2054 FALSE POSITIVE 66.89%
2055 CANDIDATE (PC) 99.92%
2056 CONFIRMED (CP) 39.40%
2057 CANDIDATE (PC) 70.21%
2058 FALSE POSITIVE 77.44%
2059 CONFIRMED (CP) 99.39%
2060 CANDIDATE (PC) 55.49%
2061 FALSE POSITIVE 45.69%
2062 CONFIRMED (CP) 73.82%
2063 CANDIDATE (PC) 88.92%
2064 FALSE POSITIVE 94.18%
2065 FALSE POSITIVE 40.61%
2066 FALSE POSITIVE 98.48%
2067 CANDIDATE (PC) 81.37%
2068 FALSE POSITIVE 99.51%
2069 CANDIDATE (PC) 90.32%
2070 FALSE POSITIVE 95.36%
2071 FALSE POSITIVE 86.83%
2072 CANDIDATE (PC) 99.46%
2073 FALSE POSITIVE 99.56%
2074 FALSE POSITIVE 56.01%
2075 CANDIDATE (PC) 86.35%
2076 CANDIDATE (PC) 71.05%
2077 CONFIRMED (CP) 96.96%
2078 CANDIDATE (PC) 90.11%
2079 CONFIRMED (CP) 42.77%
2080 FALSE POSITIVE 59.76%
2081 FALSE POSITIVE 72.53%
2082 CONFIRMED (CP) 98.02%
2083 CANDIDATE (PC) 73.01%
2084 CONFIRMED (CP) 78.50%
2085 FALSE POSITIVE 99.89%
2086 CANDIDATE (PC) 88.41%
2087 CANDIDATE (PC) 66.32%
2088 CONFIRMED (CP) 48.91%
2089 CANDIDATE (PC) 37.42%
2090 CANDIDATE (PC) 44.54%
2091 CANDIDATE (PC) 89.98%
2092 FALSE POSITIVE 52.53%
2093 CANDIDATE (PC) 97.40%
2094 CONFIRMED (CP) 77.89%
2095 CANDIDATE (PC) 67.20%
2096 CONFIRMED (CP) 94.16%
2097 CANDIDATE (PC) 74.92%
2098 FALSE POSITIVE 37.96%
2099 FALSE POSITIVE 85.07%
2100 CANDIDATE (PC) 84.25%
2101 CONFIRMED (CP) 77.34%
2102 CONFIRMED (CP) 90.90%
2103 CONFIRMED (CP) 98.31%
2104 CANDIDATE (PC) 92.10%
2105 FALSE POSITIVE 99.69%
2106 CANDIDATE (PC) 76.36%
2107 CONFIRMED (CP) 48.23%
2108 CANDIDATE (PC) 98.53%
2109 CANDIDATE (PC) 79.55%
2110 FALSE POSITIVE 99.01%
2111 CANDIDATE (PC) 97.96%
2112 FALSE POSITIVE 67.24%
2113 FALSE POSITIVE 97.58%
2114 FALSE POSITIVE 74.58%
2115 CONFIRMED (CP) 57.91%
2116 CANDIDATE (PC) 84.22%
2117 CONFIRMED (CP) 85.66%
2118 CONFIRMED (CP) 99.03%
2119 CANDIDATE (PC) 84.22%
2120 CANDIDATE (PC) 60.03%
2121 CANDIDATE (PC) 89.87%
2122 CANDIDATE (PC) 58.08%
2123 CANDIDATE (PC) 99.07%
2124 FALSE POSITIVE 87.36%
2125 CONFIRMED (CP) 90.57%
2126 CONFIRMED (CP) 99.18%
2127 FALSE POSITIVE 99.84%
2128 FALSE POSITIVE 71.86%
2129 CANDIDATE (PC) 53.63%
2130 FALSE POSITIVE 66.39%
2131 FALSE POSITIVE 64.70%
2132 CANDIDATE (PC) 91.32%
2133 CANDIDATE (PC) 93.74%
2134 CANDIDATE (PC) 68.60%
2135 CONFIRMED (CP) 95.62%
2136 FALSE POSITIVE 96.88%
2137 CONFIRMED (CP) 62.39%
2138 CANDIDATE (PC) 98.57%
2139 CANDIDATE (PC) 42.85%
2140 CANDIDATE (PC) 96.05%
2141 CANDIDATE (PC) 93.67%
2142 CONFIRMED (CP) 97.79%
2143 CANDIDATE (PC) 90.70%
2144 CANDIDATE (PC) 49.10%
2145 CANDIDATE (PC) 97.47%
2146 CONFIRMED (CP) 46.98%
2147 FALSE POSITIVE 84.28%
2148 CANDIDATE (PC) 96.24%
2149 FALSE POSITIVE 99.69%
2150 FALSE POSITIVE 69.46%
2151 CONFIRMED (CP) 58.49%
2152 CANDIDATE (PC) 87.25%
2153 CANDIDATE (PC) 91.78%
2154 CANDIDATE (PC) 86.62%
2155 CANDIDATE (PC) 93.14%
2156 CONFIRMED (CP) 74.68%
2157 CONFIRMED (CP) 82.69%
2158 CANDIDATE (PC) 94.73%
2159 FALSE POSITIVE 94.58%
2160 CANDIDATE (PC) 93.66%
2161 CANDIDATE (PC) 58.70%
2162 CONFIRMED (CP) 57.32%
2163 CONFIRMED (CP) 64.84%
2164 FALSE POSITIVE 57.48%
